customer_id,recency,frequency,monetary,cluster,segment
BS-16651,510,3,618,1,At-Risk
BS-16652,153,4,146,2,At-Risk
BS-17551,296,4,748,2,At-Risk
BS-17552,818,1,3,1,At-Risk
BS-18001,12,5,1342,2,At-Risk
BS-18002,391,4,820,2,At-Risk
BT-113051,254,3,1181,2,At-Risk
BT-113052,29,8,681,0,Loyal Customers
BT-113053,94,8,805,0,Loyal Customers
BT-113054,337,5,734,2,At-Risk
BT-113951,86,8,2905,0,Loyal Customers
BT-113952,29,8,867,0,Loyal Customers
BT-113953,295,2,337,2,At-Risk
BT-113954,303,6,768,2,At-Risk
BT-114401,52,5,2824,0,Loyal Customers
BT-114402,318,6,1583,0,Loyal Customers
BT-114403,367,6,2316,0,Loyal Customers
BT-114404,561,4,180,1,At-Risk
BT-114851,79,8,1191,0,Loyal Customers
BT-114852,161,9,1007,0,Loyal Customers
BT-114853,31,10,924,0,Loyal Customers
BT-114854,660,2,386,1,At-Risk
BT-115301,58,6,6758,3,Champions
BT-115302,44,7,1326,0,Loyal Customers
BT-115303,34,7,1544,0,Loyal Customers
BT-115304,92,5,742,2,At-Risk
BT-116801,19,10,1290,0,Loyal Customers
BT-116802,1035,2,696,1,At-Risk
BT-116803,117,3,389,2,At-Risk
BT-116804,21,7,1307,0,Loyal Customers
BT-13051,32,6,689,0,Loyal Customers
BT-13052,566,4,381,1,At-Risk
BT-13951,34,3,145,2,At-Risk
BT-13952,191,1,244,2,At-Risk
BT-14401,122,4,149,2,At-Risk
BT-14402,94,6,713,0,Loyal Customers
BT-14851,458,3,145,2,At-Risk
BT-14852,98,6,2363,0,Loyal Customers
BT-15301,461,2,22,1,At-Risk
BT-15302,353,1,24,2,At-Risk
BT-15303,897,4,599,1,At-Risk
BT-16801,58,2,51,2,At-Risk
BT-16802,183,2,326,2,At-Risk
BV-112451,138,4,1718,2,At-Risk
BV-112452,45,10,3760,3,Champions
BV-112453,125,3,133,2,At-Risk
BV-112454,335,5,449,2,At-Risk
BV-12451,129,3,311,2,At-Risk
BW-10651,23,4,4792,3,Champions
BW-10652,188,1,70,2,At-Risk
BW-110651,51,5,1195,2,At-Risk
BW-110652,181,5,383,2,At-Risk
BW-110653,118,5,553,2,At-Risk
BW-110654,213,3,386,2,At-Risk
BW-11101,185,4,400,2,At-Risk
BW-11102,1286,1,17,1,At-Risk
BW-11103,258,5,1151,2,At-Risk
BW-111101,199,12,1354,0,Loyal Customers
BW-111102,55,10,8955,3,Champions
BW-111103,405,5,434,2,At-Risk
BW-111104,122,8,3474,3,Champions
BW-112001,41,9,1854,0,Loyal Customers
BW-112002,57,4,479,2,At-Risk
BW-112003,182,10,2658,0,Loyal Customers
BW-112004,204,6,461,2,At-Risk
BW-12001,134,3,384,2,At-Risk
BW-12002,385,1,109,2,At-Risk
CA-119651,100,7,3845,3,Champions
CA-119652,45,9,2551,0,Loyal Customers
CA-119653,19,4,1436,2,At-Risk
CA-119654,97,6,3188,3,Champions
CA-120551,14,5,1159,2,At-Risk
CA-120552,127,7,3230,3,Champions
CA-120553,94,5,463,2,At-Risk
CA-120554,402,5,938,2,At-Risk
CA-122651,35,9,2607,0,Loyal Customers
CA-122652,52,6,2035,0,Loyal Customers
CA-122653,184,7,757,0,Loyal Customers
CA-122654,57,9,2235,0,Loyal Customers
CA-123101,198,5,1068,2,At-Risk
CA-123102,15,7,1010,0,Loyal Customers
CA-123103,281,5,1407,2,At-Risk
CA-123104,14,4,573,2,At-Risk
CA-127751,568,5,6728,3,Champions
CA-127752,94,6,718,0,Loyal Customers
CA-127753,187,8,1135,0,Loyal Customers
CA-127754,121,7,2168,0,Loyal Customers
CA-19651,187,3,417,2,At-Risk
CA-19652,128,5,1610,0,Loyal Customers
CA-20551,990,1,558,1,At-Risk
CA-20552,259,2,96,2,At-Risk
CA-22651,134,1,321,2,At-Risk
CA-22652,106,6,1005,0,Loyal Customers
CA-23101,337,3,221,2,At-Risk
CA-23102,505,2,158,1,At-Risk
CA-27751,478,2,724,1,At-Risk
CA-27752,310,2,234,2,At-Risk
CB-120251,177,5,3393,3,Champions
CB-120252,98,5,538,2,At-Risk
CB-120253,10,5,478,2,At-Risk
CB-120254,48,10,2661,0,Loyal Customers
CB-124151,1127,1,102,1,At-Risk
CB-124152,461,6,3784,3,Champions
CB-124153,37,8,1466,0,Loyal Customers
CB-124154,27,8,1800,0,Loyal Customers
CB-125351,43,3,710,2,At-Risk
CB-125352,45,8,2327,0,Loyal Customers
CB-125353,90,8,885,0,Loyal Customers
CB-125354,198,8,563,0,Loyal Customers
CB-20251,23,5,358,2,At-Risk
CB-24151,1407,1,64,1,At-Risk
CB-24152,517,3,677,1,At-Risk
CB-25351,8,1,79,2,At-Risk
CB-25352,353,1,11,2,At-Risk
CC-121001,133,3,989,2,At-Risk
CC-121002,148,7,1363,0,Loyal Customers
CC-121003,52,9,2951,3,Champions
CC-121004,458,6,350,2,At-Risk
CC-121451,83,7,1225,0,Loyal Customers
CC-121452,252,7,3707,3,Champions
CC-121453,409,3,193,2,At-Risk
CC-121454,107,7,481,0,Loyal Customers
CC-122201,57,5,283,2,At-Risk
CC-122202,100,7,1418,0,Loyal Customers
CC-122203,668,8,467,1,At-Risk
CC-122204,21,12,2485,0,Loyal Customers
CC-123701,145,12,3373,3,Champions
CC-123702,80,9,5185,3,Champions
CC-123703,255,4,918,2,At-Risk
CC-123704,44,5,8714,3,Champions
CC-124301,48,9,2755,0,Loyal Customers
CC-124302,677,1,57,1,At-Risk
CC-124303,7,9,3377,3,Champions
CC-124304,1,10,806,0,Loyal Customers
CC-124751,196,9,2450,0,Loyal Customers
CC-124752,192,5,947,2,At-Risk
CC-124753,17,7,2157,0,Loyal Customers
CC-124754,40,9,1052,0,Loyal Customers
CC-125501,324,6,1273,0,Loyal Customers
CC-125502,194,8,393,0,Loyal Customers
CC-125503,147,8,936,0,Loyal Customers
CC-125504,28,3,103,2,At-Risk
CC-126101,17,11,1566,0,Loyal Customers
CC-126102,70,8,1463,0,Loyal Customers
CC-126103,89,3,703,2,At-Risk
CC-126104,35,7,569,0,Loyal Customers
CC-126701,28,9,3155,3,Champions
CC-126702,17,4,413,2,At-Risk
CC-126703,90,8,476,0,Loyal Customers
CC-126704,30,7,760,0,Loyal Customers
CC-126851,55,6,1881,0,Loyal Customers
CC-126852,266,7,1190,0,Loyal Customers
CC-126853,155,3,248,2,At-Risk
CC-126854,800,4,1168,1,At-Risk
CC-21001,61,2,513,2,At-Risk
CC-21002,146,3,73,2,At-Risk
CC-21451,777,3,468,1,At-Risk
CC-21452,505,3,223,1,At-Risk
CC-22201,111,3,123,2,At-Risk
CC-22202,486,5,624,2,At-Risk
CC-22203,22,4,105,2,At-Risk
CC-23701,7,3,1338,2,At-Risk
CC-23702,7,6,1415,0,Loyal Customers
CC-24301,853,1,119,1,At-Risk
CC-24302,472,1,9,1,At-Risk
CC-24751,346,4,2248,2,At-Risk
CC-24752,1339,1,101,1,At-Risk
CC-24753,56,2,35,2,At-Risk
CC-25501,272,3,68,2,At-Risk
CC-25502,1219,2,74,1,At-Risk
CC-26101,345,3,403,2,At-Risk
CC-26701,916,2,175,1,At-Risk
CC-26702,147,4,137,2,At-Risk
CC-26851,132,4,2724,0,Loyal Customers
CC-26852,507,1,44,1,At-Risk
CD-119201,44,5,2682,0,Loyal Customers
CD-119202,3,9,967,0,Loyal Customers
CD-119203,98,8,725,0,Loyal Customers
CD-119204,41,5,473,2,At-Risk
CD-119801,37,6,378,2,At-Risk
CD-119802,2,7,929,0,Loyal Customers
CD-119803,89,7,752,0,Loyal Customers
CD-119804,55,3,427,2,At-Risk
CD-122801,173,7,5580,3,Champions
CD-122802,42,6,1705,0,Loyal Customers
CD-122803,127,9,680,0,Loyal Customers
CD-122804,43,2,114,2,At-Risk
CD-127901,248,3,314,2,At-Risk
CD-127902,141,13,2965,3,Champions
CD-127903,77,4,211,2,At-Risk
CD-127904,400,5,913,2,At-Risk
CD-19201,315,2,174,2,At-Risk
CD-19202,393,2,62,2,At-Risk
CD-19801,7,3,503,2,At-Risk
CD-19802,256,2,156,2,At-Risk
CD-19803,332,2,188,2,At-Risk
CD-22801,13,4,282,2,At-Risk
CD-22802,61,3,202,2,At-Risk
CD-27901,134,4,467,2,At-Risk
CD-27902,132,3,48,2,At-Risk
CG-120401,22,7,1852,0,Loyal Customers
CG-120402,384,2,154,2,At-Risk
CG-120403,393,4,124,2,At-Risk
CG-120404,50,6,397,2,At-Risk
CG-125201,29,6,1084,0,Loyal Customers
CG-125202,51,6,635,0,Loyal Customers
CG-125203,54,3,99,2,At-Risk
CG-125204,339,3,411,2,At-Risk
CG-20401,499,2,36,1,At-Risk
CG-20402,379,3,203,2,At-Risk
CG-25201,120,4,171,2,At-Risk
CG-25202,216,3,900,2,At-Risk
CH-120701,132,5,2129,0,Loyal Customers
CH-120702,142,9,2013,0,Loyal Customers
CH-120703,90,4,653,2,At-Risk
CH-120704,692,3,1459,1,At-Risk
CH-20701,475,3,167,1,At-Risk
CH-20702,307,5,1442,2,At-Risk
CJ-118751,54,11,2974,3,Champions
CJ-118752,350,6,607,2,At-Risk
CJ-118753,14,5,969,2,At-Risk
CJ-118754,366,1,17,2,At-Risk
CJ-120101,323,4,1791,2,At-Risk
CJ-120102,34,6,1181,0,Loyal Customers
CJ-120103,40,8,565,0,Loyal Customers
CJ-120104,190,8,2315,0,Loyal Customers
CJ-18751,33,2,362,2,At-Risk
CJ-18752,115,4,779,2,At-Risk
CJ-20101,47,2,77,2,At-Risk
CJ-20102,898,1,109,1,At-Risk
CK-122051,79,11,3371,3,Champions
CK-122052,45,7,1926,0,Loyal Customers
CK-122053,5,7,360,0,Loyal Customers
CK-122054,40,13,1144,0,Loyal Customers
CK-123251,71,7,1849,0,Loyal Customers
CK-123252,96,6,1322,0,Loyal Customers
CK-123253,62,9,981,0,Loyal Customers
CK-123254,121,5,2150,0,Loyal Customers
CK-125951,129,7,1834,0,Loyal Customers
CK-125952,130,8,2226,0,Loyal Customers
CK-125953,44,7,1136,0,Loyal Customers
CK-125954,44,11,932,0,Loyal Customers
CK-127601,931,4,863,1,At-Risk
CK-127602,58,6,570,0,Loyal Customers
CK-127603,87,7,456,0,Loyal Customers
CK-127604,83,9,1350,0,Loyal Customers
CK-22051,80,1,3,2,At-Risk
CK-22052,94,4,313,2,At-Risk
CK-23251,1,4,181,2,At-Risk
CK-23252,197,4,1061,2,At-Risk
CK-25951,216,2,115,2,At-Risk
CK-25952,616,1,368,1,At-Risk
CK-27601,38,5,722,2,At-Risk
CK-27602,303,7,1254,0,Loyal Customers
CL-118901,128,7,6052,3,Champions
CL-118902,14,6,1343,0,Loyal Customers
CL-118903,45,14,6235,3,Champions
CL-118904,107,4,197,2,At-Risk
CL-125651,27,3,685,2,At-Risk
CL-125652,6,9,1743,0,Loyal Customers
CL-125653,125,6,667,2,At-Risk
CL-125654,285,12,4778,3,Champions
CL-127001,9,9,3102,3,Champions
CL-127002,41,8,1745,0,Loyal Customers
CL-127003,22,9,926,0,Loyal Customers
CL-127004,106,5,501,2,At-Risk
CL-18901,315,5,325,2,At-Risk
CL-18902,559,1,53,1,At-Risk
CL-18903,93,3,124,2,At-Risk
CL-25651,206,4,1321,2,At-Risk
CL-25652,43,2,18,2,At-Risk
CL-27001,142,2,235,2,At-Risk
CL-27002,192,2,39,2,At-Risk
CM-118151,78,4,934,2,At-Risk
CM-118152,41,7,4654,3,Champions
CM-118153,99,6,2488,0,Loyal Customers
CM-118154,132,6,786,0,Loyal Customers
CM-118301,36,7,1559,0,Loyal Customers
CM-118302,7,11,1681,0,Loyal Customers
CM-118303,72,6,579,2,At-Risk
CM-119351,126,6,3366,3,Champions
CM-119352,75,6,1704,0,Loyal Customers
CM-119353,37,4,837,2,At-Risk
CM-119354,709,2,486,1,At-Risk
CM-121151,120,7,6422,3,Champions
CM-121152,468,4,898,2,At-Risk
CM-121153,62,5,974,2,At-Risk
CM-121154,9,4,585,2,At-Risk
CM-121601,98,8,7623,3,Champions
CM-121602,268,7,1209,0,Loyal Customers
CM-121603,166,5,2792,0,Loyal Customers
CM-121604,27,6,2462,0,Loyal Customers
CM-121901,94,5,660,2,At-Risk
CM-121902,276,6,303,2,At-Risk
CM-121903,1,8,788,0,Loyal Customers
CM-121904,9,6,867,0,Loyal Customers
CM-122351,45,7,4107,3,Champions
CM-122352,43,6,711,0,Loyal Customers
CM-122353,403,4,674,2,At-Risk
CM-122354,386,5,1497,2,At-Risk
CM-123851,58,11,3090,3,Champions
CM-123852,367,4,842,2,At-Risk
CM-123853,154,6,2994,0,Loyal Customers
CM-123854,38,4,292,2,At-Risk
CM-124451,55,6,843,0,Loyal Customers
CM-124452,85,5,2048,0,Loyal Customers
CM-124453,16,11,1931,0,Loyal Customers
CM-124454,437,3,115,2,At-Risk
CM-126551,379,5,591,2,At-Risk
CM-126552,328,2,249,2,At-Risk
CM-126553,185,5,1757,0,Loyal Customers
CM-126554,28,6,2691,0,Loyal Customers
CM-127151,162,3,909,2,At-Risk
CM-127152,42,6,633,0,Loyal Customers
CM-127153,234,6,325,2,At-Risk
CM-127154,1036,4,1256,1,At-Risk
CM-18151,62,4,378,2,At-Risk
CM-18152,469,1,40,1,At-Risk
CM-18301,149,5,2705,0,Loyal Customers
CM-18302,114,8,526,0,Loyal Customers
CM-19351,49,4,160,2,At-Risk
CM-19352,647,3,247,1,At-Risk
CM-21151,21,2,29,2,At-Risk
CM-21152,311,1,396,2,At-Risk
CM-21601,50,4,1358,2,At-Risk
CM-21602,1233,1,48,1,At-Risk
CM-21901,153,3,1314,2,At-Risk
CM-21902,787,1,103,1,At-Risk
CM-22351,52,1,8,2,At-Risk
CM-22352,157,4,199,2,At-Risk
CM-23851,575,3,470,1,At-Risk
CM-23852,1120,1,27,1,At-Risk
CM-24451,1016,1,77,1,At-Risk
CM-24452,349,3,924,2,At-Risk
CM-26551,51,5,324,2,At-Risk
CM-26552,148,7,919,0,Loyal Customers
CM-27151,954,3,394,1,At-Risk
CM-27152,118,4,194,2,At-Risk
CP-120851,435,3,3819,3,Champions
CP-120852,70,5,567,2,At-Risk
CP-120853,177,7,831,0,Loyal Customers
CP-120854,83,8,870,0,Loyal Customers
CP-123401,131,7,1668,0,Loyal Customers
CP-123402,9,7,1462,0,Loyal Customers
CP-123403,30,8,1756,0,Loyal Customers
CP-123404,161,8,668,0,Loyal Customers
CP-20851,143,3,562,2,At-Risk
CP-20852,418,1,39,2,At-Risk
CP-20853,638,6,732,1,At-Risk
CP-23401,464,3,1880,2,At-Risk
CP-23402,1080,1,14,1,At-Risk
CR-125801,23,8,3234,3,Champions
CR-125802,155,5,2087,0,Loyal Customers
CR-125803,37,3,333,2,At-Risk
CR-125804,58,4,246,2,At-Risk
CR-126251,317,12,6317,3,Champions
CR-126252,197,6,378,2,At-Risk
CR-126253,44,7,1571,0,Loyal Customers
CR-126254,471,3,430,2,At-Risk
CR-127301,127,10,1841,0,Loyal Customers
CR-127302,23,3,1625,2,At-Risk
CR-127303,108,7,660,0,Loyal Customers
CR-127304,79,4,1352,2,At-Risk
CR-128201,76,4,625,2,At-Risk
CR-128202,61,8,1065,0,Loyal Customers
CR-128203,65,9,1656,0,Loyal Customers
CR-128204,86,3,447,2,At-Risk
CR-25801,35,3,114,2,At-Risk
CR-25802,282,2,154,2,At-Risk
CR-26251,201,5,403,2,At-Risk
CR-26252,307,1,48,2,At-Risk
CR-26253,140,3,105,2,At-Risk
CR-27301,6,6,399,2,At-Risk
CR-27302,248,5,163,2,At-Risk
CR-28201,56,4,448,2,At-Risk
CR-28202,199,4,479,2,At-Risk
CS-118451,16,11,8631,3,Champions
CS-118452,69,5,816,2,At-Risk
CS-118453,175,5,1472,2,At-Risk
CS-118454,92,5,1010,2,At-Risk
CS-118601,512,2,330,1,At-Risk
CS-118602,78,6,2343,0,Loyal Customers
CS-118603,394,7,672,0,Loyal Customers
CS-118604,163,6,535,2,At-Risk
CS-119501,122,6,2610,0,Loyal Customers
CS-119502,46,7,2578,0,Loyal Customers
CS-119503,573,7,1474,0,Loyal Customers
CS-119504,26,11,1998,0,Loyal Customers
CS-121301,12,9,4349,3,Champions
CS-121302,471,4,440,2,At-Risk
CS-121303,57,5,1064,2,At-Risk
CS-121304,490,4,325,2,At-Risk
CS-121751,61,17,6307,3,Champions
CS-121752,117,4,1532,2,At-Risk
CS-121753,119,3,285,2,At-Risk
CS-121754,233,5,301,2,At-Risk
CS-122501,55,5,1195,2,At-Risk
CS-122502,27,8,2474,0,Loyal Customers
CS-122503,101,5,1392,2,At-Risk
CS-122504,27,12,296,0,Loyal Customers
CS-123551,35,5,1342,2,At-Risk
CS-123552,128,4,523,2,At-Risk
CS-123553,30,11,1606,0,Loyal Customers
CS-123554,7,11,835,0,Loyal Customers
CS-124001,222,4,760,2,At-Risk
CS-124002,28,5,863,2,At-Risk
CS-124003,2,5,1364,0,Loyal Customers
CS-124004,3,9,2510,0,Loyal Customers
CS-124601,296,7,1961,0,Loyal Customers
CS-124602,7,7,1516,0,Loyal Customers
CS-124603,111,7,862,0,Loyal Customers
CS-124604,28,2,27,2,At-Risk
CS-124901,78,8,2491,0,Loyal Customers
CS-124902,3,8,1130,0,Loyal Customers
CS-124903,84,10,2609,0,Loyal Customers
CS-124904,425,4,707,2,At-Risk
CS-125051,197,3,1333,2,At-Risk
CS-125052,827,1,14,1,At-Risk
CS-125053,28,6,370,2,At-Risk
CS-125054,59,6,5161,3,Champions
CS-18451,25,3,160,2,At-Risk
CS-18452,405,5,691,2,At-Risk
CS-18601,590,4,759,1,At-Risk
CS-18602,51,5,163,2,At-Risk
CS-19501,136,2,533,2,At-Risk
CS-19502,237,2,80,2,At-Risk
CS-19503,500,1,22,1,At-Risk
CS-21301,306,2,164,2,At-Risk
CS-21302,1017,1,25,1,At-Risk
CS-21303,527,1,877,1,At-Risk
CS-21751,58,2,768,2,At-Risk
CS-21752,256,3,1648,2,At-Risk
CS-22501,1190,1,162,1,At-Risk
CS-22502,3,3,211,2,At-Risk
CS-23551,56,3,298,2,At-Risk
CS-23552,57,6,321,2,At-Risk
CS-24001,12,3,985,2,At-Risk
CS-24002,780,2,552,1,At-Risk
CS-24601,339,3,59,2,At-Risk
CS-24602,203,5,964,2,At-Risk
CS-24901,170,1,14,2,At-Risk
CS-24902,498,2,100,1,At-Risk
CS-25051,521,4,233,1,At-Risk
CS-25052,51,3,91,2,At-Risk
CT-119951,322,4,413,2,At-Risk
CT-119952,199,9,3236,3,Champions
CT-119953,29,6,1033,0,Loyal Customers
CT-119954,97,8,1159,0,Loyal Customers
CT-19951,784,2,160,1,At-Risk
CV-122951,40,5,2563,0,Loyal Customers
CV-122952,73,4,368,2,At-Risk
CV-122953,52,6,1514,0,Loyal Customers
CV-122954,255,5,482,2,At-Risk
CV-128051,5,5,1648,0,Loyal Customers
CV-128052,35,5,1210,2,At-Risk
CV-128053,939,1,84,1,At-Risk
CV-128054,6,9,669,0,Loyal Customers
CV-22951,111,4,246,2,At-Risk
CV-22952,86,5,400,2,At-Risk
CV-28051,418,3,397,2,At-Risk
CV-28052,258,4,1757,2,At-Risk
CW-119051,197,6,1848,0,Loyal Customers
CW-119052,9,8,1924,0,Loyal Customers
CW-119053,360,5,1412,2,At-Risk
CW-119054,23,6,1025,0,Loyal Customers
CW-19051,385,3,519,2,At-Risk
CW-19052,1241,1,57,1,At-Risk
CY-127451,70,8,2270,0,Loyal Customers
CY-127452,120,8,741,0,Loyal Customers
CY-127453,368,7,386,0,Loyal Customers
CY-127454,61,8,2812,0,Loyal Customers
CY-27451,493,3,205,1,At-Risk
CY-27452,1336,1,31,1,At-Risk
Co-126401,5,8,2726,0,Loyal Customers
Co-126402,20,6,1183,0,Loyal Customers
Co-126403,293,6,1704,0,Loyal Customers
Co-126404,550,5,708,1,At-Risk
Co-26401,1092,3,350,1,At-Risk
Co-26402,363,2,14,2,At-Risk
DA-134501,124,6,225,2,At-Risk
DA-134502,161,7,1287,0,Loyal Customers
DA-134503,14,8,4288,3,Champions
DA-134504,353,4,73,2,At-Risk
DA-34501,951,2,57,1,At-Risk
DA-34502,15,2,953,2,At-Risk
DB-129101,131,4,1034,2,At-Risk
DB-129102,147,5,3350,3,Champions
DB-129103,3,10,2234,0,Loyal Customers
DB-129104,22,8,478,0,Loyal Customers
DB-129701,218,2,465,2,At-Risk
DB-129702,808,4,5520,3,Champions
DB-129703,242,5,1958,0,Loyal Customers
DB-130601,17,7,8135,3,Champions
DB-130602,442,8,2887,0,Loyal Customers
DB-130603,48,4,481,2,At-Risk
DB-130604,17,7,2458,0,Loyal Customers
DB-131201,918,3,304,1,At-Risk
DB-131202,6,4,1007,2,At-Risk
DB-131203,29,2,312,2,At-Risk
DB-131204,49,7,2447,0,Loyal Customers
DB-132101,17,7,778,0,Loyal Customers
DB-132102,8,5,1381,0,Loyal Customers
DB-132103,22,5,1656,0,Loyal Customers
DB-132104,10,10,1422,0,Loyal Customers
DB-132701,34,8,806,0,Loyal Customers
DB-132702,10,6,1525,0,Loyal Customers
DB-132703,1122,3,118,1,At-Risk
DB-132704,54,8,3101,3,Champions
DB-133601,48,8,1456,0,Loyal Customers
DB-133602,239,8,1039,0,Loyal Customers
DB-133603,68,7,862,0,Loyal Customers
DB-133604,265,5,981,2,At-Risk
DB-134051,29,8,1680,0,Loyal Customers
DB-134052,483,7,1362,0,Loyal Customers
DB-134053,108,7,1441,0,Loyal Customers
DB-134054,188,4,734,2,At-Risk
DB-135551,41,8,1659,0,Loyal Customers
DB-135552,73,2,417,2,At-Risk
DB-135553,37,5,459,2,At-Risk
DB-135554,108,7,2474,0,Loyal Customers
DB-136151,28,5,1617,0,Loyal Customers
DB-136152,578,9,1807,0,Loyal Customers
DB-136153,118,7,961,0,Loyal Customers
DB-136154,34,7,1927,0,Loyal Customers
DB-136601,31,6,3477,3,Champions
DB-136602,402,4,455,2,At-Risk
DB-136603,282,3,1224,2,At-Risk
DB-136604,13,7,480,0,Loyal Customers
DB-29101,334,2,297,2,At-Risk
DB-29102,499,2,592,1,At-Risk
DB-29103,55,4,271,2,At-Risk
DB-29701,219,1,31,2,At-Risk
DB-29702,58,3,134,2,At-Risk
DB-30601,247,3,251,2,At-Risk
DB-30602,9,5,368,2,At-Risk
DB-31201,673,2,163,1,At-Risk
DB-31202,359,2,465,2,At-Risk
DB-32101,629,6,161,1,At-Risk
DB-32102,583,1,17,1,At-Risk
DB-32701,532,1,45,1,At-Risk
DB-32702,49,1,9,2,At-Risk
DB-33601,435,2,449,2,At-Risk
DB-34051,558,2,548,1,At-Risk
DB-35551,6,1,113,2,At-Risk
DB-35552,42,2,840,2,At-Risk
DB-36151,108,3,490,2,At-Risk
DB-36152,126,1,86,2,At-Risk
DB-36601,238,1,167,2,At-Risk
DB-36602,812,2,1416,1,At-Risk
DC-128501,98,7,1094,0,Loyal Customers
DC-128502,72,3,692,2,At-Risk
DC-128503,42,10,1109,0,Loyal Customers
DC-128504,38,9,2279,0,Loyal Customers
DC-132851,451,2,440,2,At-Risk
DC-132852,120,5,1500,2,At-Risk
DC-132853,19,11,3398,3,Champions
DC-132854,24,5,607,2,At-Risk
DC-28501,316,4,139,2,At-Risk
DC-28502,35,2,80,2,At-Risk
DC-28503,201,3,96,2,At-Risk
DC-32851,738,2,287,1,At-Risk
DC-32852,393,2,227,2,At-Risk
DD-135701,111,2,493,2,At-Risk
DD-135702,145,10,2131,0,Loyal Customers
DD-135703,78,6,491,2,At-Risk
DD-135704,42,6,95,2,At-Risk
DD-35701,64,5,916,2,At-Risk
DD-35702,141,3,109,2,At-Risk
DE-132551,20,5,1230,2,At-Risk
DE-132552,29,4,1269,2,At-Risk
DE-132553,131,8,556,0,Loyal Customers
DE-132554,720,5,117,1,At-Risk
DE-32551,521,2,97,1,At-Risk
DE-32552,49,6,2352,0,Loyal Customers
DF-131351,10,8,1785,0,Loyal Customers
DF-131352,47,4,2469,0,Loyal Customers
DF-131353,416,3,329,2,At-Risk
DF-131354,701,3,853,1,At-Risk
DF-31351,44,2,752,2,At-Risk
DF-31352,926,2,47,1,At-Risk
DG-133001,108,10,3009,3,Champions
DG-133002,128,6,591,2,At-Risk
DG-133003,31,7,1608,0,Loyal Customers
DG-133004,33,5,925,2,At-Risk
DG-33001,379,5,2781,0,Loyal Customers
DG-33002,15,1,33,2,At-Risk
DH-130751,76,5,1228,2,At-Risk
DH-130752,112,5,845,2,At-Risk
DH-130753,93,9,2208,0,Loyal Customers
DH-130754,278,6,1043,0,Loyal Customers
DH-136751,93,3,600,2,At-Risk
DH-136752,22,3,2456,2,At-Risk
DH-136753,24,7,822,0,Loyal Customers
DH-136754,777,4,377,1,At-Risk
DH-30751,160,6,604,2,At-Risk
DH-30752,490,4,268,2,At-Risk
DH-36751,120,6,1619,0,Loyal Customers
DH-36752,933,1,30,1,At-Risk
DH-36753,21,5,402,2,At-Risk
DJ-134201,51,7,3537,3,Champions
DJ-134202,23,11,5092,3,Champions
DJ-134203,433,6,3343,3,Champions
DJ-134204,638,4,1972,1,At-Risk
DJ-135101,7,6,1160,0,Loyal Customers
DJ-135102,167,7,2332,0,Loyal Customers
DJ-135103,85,10,947,0,Loyal Customers
DJ-135104,49,8,1925,0,Loyal Customers
DJ-136301,66,11,2022,0,Loyal Customers
DJ-136302,420,9,2284,0,Loyal Customers
DJ-136303,325,4,1962,2,At-Risk
DJ-136304,13,3,2094,2,At-Risk
DJ-34201,115,3,241,2,At-Risk
DJ-34202,2,1,158,2,At-Risk
DJ-35101,119,3,2406,2,At-Risk
DJ-35102,583,1,194,1,At-Risk
DJ-35103,7,3,3358,3,Champions
DJ-36301,254,2,245,2,At-Risk
DJ-36302,35,4,1044,2,At-Risk
DK-128351,58,7,2058,0,Loyal Customers
DK-128352,178,5,767,2,At-Risk
DK-128353,58,8,4205,3,Champions
DK-128354,22,12,1656,0,Loyal Customers
DK-128951,55,5,858,2,At-Risk
DK-128952,58,5,2002,0,Loyal Customers
DK-128953,273,7,1726,0,Loyal Customers
DK-128954,46,5,561,2,At-Risk
DK-129851,2,12,4575,3,Champions
DK-129852,38,9,1153,0,Loyal Customers
DK-129853,98,9,3734,3,Champions
DK-129854,8,5,1173,2,At-Risk
DK-130901,9,18,5487,3,Champions
DK-130902,25,6,4594,3,Champions
DK-130903,76,5,844,2,At-Risk
DK-130904,43,7,1059,0,Loyal Customers
DK-131501,72,8,3146,3,Champions
DK-131502,168,6,5423,3,Champions
DK-131503,422,6,1334,0,Loyal Customers
DK-131504,11,2,59,2,At-Risk
DK-132251,2,8,587,0,Loyal Customers
DK-132252,27,6,1210,0,Loyal Customers
DK-132253,84,6,1338,0,Loyal Customers
DK-132254,11,9,2997,3,Champions
DK-133751,86,6,1239,0,Loyal Customers
DK-133752,55,5,1912,0,Loyal Customers
DK-133753,5,7,700,0,Loyal Customers
DK-133754,20,8,822,0,Loyal Customers
DK-28351,108,3,1688,2,At-Risk
DK-28352,22,8,708,0,Loyal Customers
DK-28951,147,2,109,2,At-Risk
DK-28952,160,4,358,2,At-Risk
DK-29851,1207,1,81,1,At-Risk
DK-30901,69,2,67,2,At-Risk
DK-30902,168,1,207,2,At-Risk
DK-31501,58,4,333,2,At-Risk
DK-31502,213,10,695,0,Loyal Customers
DK-32251,66,5,442,2,At-Risk
DK-32252,251,3,381,2,At-Risk
DK-33751,118,4,233,2,At-Risk
DK-33752,1395,1,60,1,At-Risk
DK-33753,307,5,1671,2,At-Risk
DL-128651,58,7,1427,0,Loyal Customers
DL-128652,119,10,2167,0,Loyal Customers
DL-128653,176,9,976,0,Loyal Customers
DL-128654,101,8,450,0,Loyal Customers
DL-129251,58,6,902,0,Loyal Customers
