"customer_id","first_purchase_year"
"FH-43501",2014
"MH-76203",2011
"ME-177251",2011
"CP-23401",2011
"PO-191803",2012
"TB-216252",2011
"JM-152503",2011
"MS-177104",2011
"JM-58652",2012
"JM-61952",2011
"TS-216101",2011
"TB-212501",2013
"JC-161054",2011
"CM-23852",2011
"BP-112301",2012
"TB-213554",2013
"RW-96301",2011
"RW-196903",2012
"AD-101802",2012
"CD-119803",2012
"DL-133154",2011
"PC-187451",2011
"DO-136454",2012
"MC-176352",2012
"SH-103953",2012
"ZC-219103",2011
"JH-61801",2012
"BF-9752",2011
"CR-127301",2011
"PB-91502",2011
"DO-134353",2012
"KH-165104",2011
"RF-197351",2011
"AS-102402",2011
"TM-210103",2011
"GB-45302",2014
"TB-212503",2012
"SN-207101",2011
"TT-214602",2011
"PG-188202",2011
"AG-106754",2012
"SV-209353",2011
"MR-75451",2012
"SC-205752",2011
"BT-16802",2013
"SV-108153",2012
"JO-155504",2012
"RH-195551",2012
"SR-207401",2013
"EB-137503",2011
"KC-165401",2012
"JC-153853",2012
"AG-109002",2011
"ZC-219104",2011
"SV-203654",2011
"DW-34803",2011
"LD-170051",2011
"AB-101502",2011
"BE-113353",2011
"JS-160303",2013
"NF-185954",2011
"LS-169452",2011
"RR-193153",2011
"TS-114302",2011
"EM-39603",2013
"AG-5251",2011
"DB-134054",2012
"AD-101803",2011
"PF-91202",2013
"TC-114753",2011
"JH-59103",2012
"TG-216403",2011
"AC-106604",2011
"CG-20401",2013
"JH-59101",2011
"SM-209052",2011
"HA-149052",2013
"SC-103801",2012
"TB-116252",2011
"SC-106802",2013
"EB-139303",2012
"JC-53851",2011
"EC-140504",2011
"AA-106454",2011
"RA-192853",2011
"AG-103903",2012
"AH-1951",2011
"BD-117704",2013
"PB-192102",2011
"LD-168553",2011
"CC-122204",2011
"AF-108702",2011
"CW-119053",2011
"MH-81152",2011
"DL-133303",2011
"KN-163903",2012
"BT-15301",2011
"DK-31501",2011
"HZ-149501",2011
"MH-80253",2011
"DK-133752",2011
"JS-58802",2011
"MA-175603",2013
"HL-150403",2011
"CA-120551",2012
"JR-62103",2011
"PF-91651",2012
"CS-124902",2011
"MS-77101",2012
"KC-162551",2011
"LS-172004",2011
"JJ-157602",2011
"LW-72151",2011
"CL-18902",2013
"JP-154604",2011
"JE-156101",2012
"RE-94502",2011
"RB-196454",2011
"TB-115202",2011
"TC-215354",2011
"AR-105703",2011
"RW-196902",2012
"JW-152201",2011
"HG-150251",2012
"FH-43651",2013
"AA-3151",2014
"PJ-188351",2011
"JE-156102",2011
"SG-200802",2013
"NG-83553",2011
"DK-128353",2011
"SL-201551",2012
"JL-151751",2011
"AF-8851",2014
"MM-72602",2011
"CK-127604",2011
"KE-164204",2011
"JJ-57601",2013
"DL-133153",2011
"RH-194953",2011
"PJ-88351",2012
"TT-114601",2013
"BS-113651",2014
"BC-11252",2011
"ED-38852",2013
"BT-14851",2011
"EL-137354",2013
"KN-167053",2011
"NB-185804",2011
"TM-114902",2012
"RH-195104",2011
"CV-128054",2013
"CD-19802",2013
"NP-186701",2011
"BF-112151",2011
"MW-182204",2011
"EB-41702",2011
"SP-208601",2011
"BE-113351",2011
"KM-166601",2011
"MO-78001",2012
"RM-197503",2012
"BN-15151",2011
"TB-216251",2011
"HL-50402",2013
"EB-137504",2012
"KD-162703",2012
"RB-194354",2011
"MO-75002",2013
"NH-86103",2013
"MR-175453",2013
"PP-189551",2011
"PB-191504",2011
"NB-186554",2011
"RO-197801",2011
"EC-40502",2012
"JB-154003",2011
"GA-145154",2011
"DR-128804",2012
"KT-164803",2012
"DC-28503",2013
"CS-118601",2011
"RH-195552",2012
"NB-185801",2011
"DK-133751",2013
"NC-183403",2013
"KH-63301",2011
"RC-198251",2011
"TS-113701",2011
"BP-112304",2011
"MO-79501",2013
"GG-46501",2014
"DM-130152",2011
"CL-127002",2011
"KM-66601",2014
"LC-69601",2012
"SG-206052",2011
"DF-131351",2011
"MP-181754",2011
"BM-115754",2012
"TM-214902",2012
"DB-29102",2013
"RD-198101",2012
"JA-159703",2011
"MK-79051",2012
"TB-214002",2011
"SZ-200354",2011
"RK-193001",2012
"EM-139602",2011
"EB-141102",2011
"CA-123103",2011
"PB-191502",2011
"PK-190753",2011
"DK-129852",2011
"FP-143202",2012
"LH-171553",2011
"MZ-75152",2012
"JF-155651",2011
"LH-167504",2011
"GZ-44701",2014
"JF-152951",2013
"LD-68552",2011
"EJ-37202",2012
"RW-196901",2011
"DB-131202",2012
"EB-37501",2011
"SS-105902",2011
"CC-24302",2013
"NK-184902",2011
"AR-3451",2011
"SV-207853",2011
"MC-172751",2011
"SV-207851",2011
"TC-211454",2014
"AS-100902",2011
"DJ-136304",2012
"PJ-188352",2011
"RR-195254",2011
"RC-99601",2013
"BF-110053",2011
"AB-106002",2011
"RP-198553",2011
"JW-152204",2012
"DB-132102",2011
"DW-135403",2011
"ND-184604",2011
"AR-5101",2013
"AH-100301",2011
"GG-146502",2011
"MB-173053",2012
"LC-171402",2011
"CK-22051",2014
"TH-215501",2011
"RS-197653",2012
"AB-101652",2011
"BB-109902",2013
"NL-83102",2012
"DL-33302",2013
"BW-12002",2013
"NC-183401",2011
"LL-168401",2012
"LE-168102",2011
"EH-141251",2011
"SA-208301",2011
"ML-173954",2011
"DP-31651",2011
"AF-108703",2011
"PK-189101",2012
"NC-85351",2011
"GR-145603",2011
"CL-125652",2011
"SS-105901",2013
"AR-5702",2011
"DJ-135101",2013
"LS-169453",2012
"RS-98701",2011
"AA-103152",2012
"TD-209952",2011
"DW-131953",2013
"EM-39601",2011
"RM-93752",2011
"SF-200653",2013
"RC-99602",2012
"KL-165552",2012
"BP-111551",2011
"LD-68551",2012
"MC-174251",2011
"JC-61051",2014
"LS-72302",2011
"CP-20852",2013
"RA-92851",2012
"JM-155801",2011
"AH-104651",2011
"BW-110654",2011
"EB-138403",2011
"CV-128052",2011
"RM-193751",2011
"JE-157154",2011
"AH-101952",2011
"RD-99302",2011
"BG-16952",2013
"SC-107701",2012
"JL-58351",2011
"CS-122502",2011
"KM-166604",2011
"GD-45901",2013
"TB-215953",2012
"VM-116852",2012
"AP-107201",2011
"NF-84752",2012
"BP-110502",2012
"AZ-107504",2011
"AS-102403",2011
"MG-176503",2011
"CM-121903",2011
"DM-129554",2011
"SS-205154",2011
"CS-123554",2011
"SU-106651",2014
"EH-141852",2011
"CV-22951",2012
"TW-210253",2011
"NP-187004",2011
"MW-182353",2011
"SV-109351",2011
"EH-137653",2013
"BN-114701",2011
"ML-174103",2011
"TH-215502",2012
"AY-105554",2011
"MO-178002",2011
"MZ-175153",2011
"CS-121752",2011
"PO-188504",2011
"JF-55652",2012
"KB-162404",2011
"GM-144551",2012
"TB-213552",2011
"AJ-109454",2011
"MC-181003",2011
"MH-181152",2011
"DB-32702",2014
"MM-182802",2011
"FP-43201",2013
"MP-81751",2013
"MV-174853",2011
"CK-125953",2012
"PJ-190152",2011
"JK-156254",2011
"SV-207852",2013
"PF-92252",2011
"KH-166303",2011
"SS-204101",2011
"CY-127454",2011
"JW-60752",2014
"KD-63452",2013
"RB-194352",2011
"KM-163753",2011
"CC-25502",2011
"CA-22652",2011
"RE-194503",2013
"MD-173501",2012
"RB-194654",2011
"AH-102103",2012
"DS-131803",2011
"ES-140203",2011
"AC-6601",2013
"LD-168552",2011
"HM-148602",2011
"Dp-32401",2012
"CP-120854",2011
"AH-105852",2011
"RD-194801",2013
"GM-145003",2011
"AH-1201",2012
"TS-113401",2014
"HF-49951",2013
"JK-153702",2012
"DB-132101",2012
"JD-158952",2011
"NC-185352",2011
"CR-125803",2014
"BD-116202",2012
"AG-103304",2013
"SM-209051",2012
"CD-19201",2013
"RD-199003",2012
"LS-172003",2012
"ME-77253",2011
"HA-149054",2011
"HR-148302",2013
"HA-149204",2011
"JW-152202",2013
"JO-155503",2011
"JK-56402",2012
"DB-29101",2013
"ML-82651",2012
"AS-6301",2011
"AB-100151",2012
"BT-115303",2013
"DC-32852",2013
"DW-131952",2014
"DB-31202",2012
"RW-195402",2011
"ER-138552",2011
"MH-172903",2011
"LS-172302",2011
"EH-140054",2011
"BF-110204",2011
"TB-112803",2011
"PF-192253",2012
"BT-15303",2011
"PP-189553",2012
"SN-207103",2011
"RC-198253",2011
"AB-102551",2011
"KC-162552",2013
"PS-187604",2011
"BB-15451",2012
"TB-211901",2012
"HW-49351",2013
"SW-207551",2012
"IG-150854",2011
"GT-147552",2011
"ML-174102",2012
"RA-98853",2013
"LE-168104",2011
"RM-96752",2014
"CG-125204",2012
"JR-156704",2012
"DC-28501",2011
"JO-151453",2012
"RB-193304",2011
"AJ-9601",2011
"XP-218654",2011
"NW-184003",2011
"AH-1953",2012
"SC-208452",2011
"GD-145904",2011
"JC-153402",2012
"NP-186852",2012
"KM-162254",2012
"JO-55501",2011
"JC-153403",2011
"CC-126102",2011
"MM-179204",2011
"CJ-20101",2011
"GP-47401",2011
"DB-135554",2011
"KT-164652",2013
"BK-112601",2013
"TT-214604",2012
"MH-74552",2011
"DM-35251",2011
"EH-39453",2011
"LB-167952",2011
"BT-114852",2011
"TS-110851",2012
"BT-114404",2011
"AW-9301",2012
"CM-119353",2014
"LB-67952",2011
"AB-106004",2011
"NP-186854",2011
"SM-109052",2012
"PT-190902",2012
"JA-159704",2011
"TS-112052",2011
"EB-138401",2012
"DS-130302",2011
"NG-84303",2011
"FH-143502",2011
"DB-136603",2011
"QJ-92551",2014
"FO-143051",2011
"DW-135852",2012
"YC-118952",2014
"BW-110651",2011
"TD-109952",2014
"BD-116201",2011
"RA-198851",2012
"DA-134503",2011
"JE-161652",2012
"FM-142152",2011
"JK-156253",2012
"BN-14702",2012
"JK-152052",2012
"NG-184304",2011
"AJ-9452",2012
"TW-210252",2011
"NM-185204",2012
"JD-161503",2012
"SJ-101251",2011
"DK-133753",2011
"EM-40951",2011
"SM-109051",2012
"HD-147852",2011
"DB-136604",2011
"ED-138854",2011
"BT-113054",2011
"CM-121602",2013
"AG-107654",2011
"NL-83101",2013
"GM-45001",2013
"BD-117253",2011
"LW-171253",2012
"CA-127751",2011
"AS-100453",2012
"NF-183852",2011
"TC-209801",2011
"MP-174703",2011
"MH-77852",2014
"MV-181902",2012
"EM-139601",2011
"EH-39902",2014
"CS-18451",2013
"AP-107204",2011
"BD-13201",2014
"BS-15901",2011
"SW-103501",2013
"FM-42902",2012
"CR-27302",2011
"SV-208153",2011
"CR-128204",2012
"RF-193453",2011
"JW-159554",2012
"MA-179954",2011
"FH-43652",2011
"VG-218052",2011
"RM-193754",2011
"LD-70051",2011
"DS-30301",2013
"HW-49352",2011
"BP-11551",2013
"RD-199304",2011
"CJ-118753",2011
"JB-159251",2011
"DS-30302",2011
"PJ-188354",2011
"BW-112004",2011
"TH-212354",2011
"RH-94951",2013
"GA-47251",2013
"SZ-200353",2011
"PC-190001",2011
"CM-21602",2011
"VF-217152",2013
"AH-100303",2011
"JR-156701",2011
"LC-169301",2011
"CV-128053",2012
"DF-131352",2011
"CR-127303",2012
"LW-68252",2012
"TS-110853",2011
"DM-130153",2011
"MM-82802",2011
"CD-122804",2014
"JE-57152",2011
"AI-108552",2011
"CP-123404",2011
"PN-87752",2013
"MN-179352",2012
"TS-214301",2011
"SB-202902",2012
"SC-108452",2011
"SM-209502",2011
"PC-190002",2011
"CR-27301",2013
"RP-192702",2011
"AC-6602",2013
"GA-45151",2011
"SP-106202",2011
"HJ-148754",2012
"KH-163602",2012
"RA-199151",2012
"FM-142901",2011
"NB-85801",2012
"LO-171703",2011
"EH-39901",2011
"GZ-45452",2014
"CK-25952",2013
"DS-31802",2014
"BP-12901",2013
"SD-204854",2011
"BP-111851",2011
"SV-109352",2014
"CH-120701",2011
"NF-183851",2011
"AA-103754",2011
"DB-135552",2014
"FM-43802",2013
"JG-151153",2011
"DW-31952",2011
"AR-105101",2011
"MO-78002",2011
"CS-125052",2012
"DP-30001",2011
"AB-6002",2011
"JC-153851",2013
"GT-46351",2012
"AS-102404",2011
"MO-75001",2011
"MG-178903",2011
"SG-204702",2011
"DW-34802",2013
"PV-189853",2012
"MY-182953",2013
"BP-10502",2011
"MO-175003",2011
"NG-83551",2011
"NC-84152",2012
"CS-23551",2011
"JC-157754",2011
"AH-100304",2011
"SC-102602",2012
"AW-108403",2011
"SB-201853",2011
"VF-217154",2011
"CM-119352",2013
"CA-122652",2011
"JF-152952",2011
"JR-157002",2011
"JG-151602",2012
"SC-204402",2011
"JL-52352",2014
"SO-103352",2011
"VB-117452",2013
"DW-35851",2014
"CM-126553",2011
"DL-33152",2012
"CS-24902",2012
"NM-84453",2011
"SN-105601",2011
"BO-14252",2011
"DV-130451",2011
"JL-151753",2011
"RH-194951",2011
"MC-175904",2011
"TD-109953",2014
"SC-207703",2011
"CD-127903",2012
"BD-115603",2011
"LD-170052",2011
"SC-205753",2011
"JF-52952",2013
"SC-107702",2013
"BD-117252",2011
"MG-76951",2012
"DL-28651",2011
"RE-94501",2011
"BM-115751",2011
"JS-158801",2011
"TM-110101",2012
"RF-198403",2012
"AB-100602",2012
"PN-187754",2012
"LS-169451",2011
"PS-87601",2014
"PN-187752",2011
"AO-108104",2013
"IL-151003",2012
"SB-201851",2011
"TB-215203",2012
"TH-211003",2011
"BP-10951",2013
"ES-40801",2011
"JG-151603",2011
"JD-157902",2011
"AG-107651",2012
"AA-6451",2011
"BS-116651",2011
"JK-153701",2013
"DH-36753",2011
"GT-146352",2011
"AS-102252",2012
"RS-194201",2011
"AH-753",2013
"LE-168103",2014
"PF-192254",2013
"DP-130003",2011
"CD-22802",2012
"LF-171853",2012
"BE-13352",2012
"CW-19051",2012
"RD-194804",2011
"DL-134952",2012
"CL-25652",2014
"CA-127753",2011
"AB-100153",2011
"MN-179351",2011
"Dp-132402",2011
"SB-101702",2013
"CS-118452",2012
"AR-4051",2011
"EJ-141552",2011
"SC-203804",2011
"FA-142304",2011
"HH-50101",2013
"CM-21152",2014
"SJ-201254",2012
"PL-89251",2013
"ML-180401",2011
"TS-213402",2011
"EB-141101",2011
"RB-194651",2011
"GH-146653",2011
"LE-68101",2011
"LC-70501",2012
"KL-165553",2011
"LH-170202",2011
"GP-47402",2012
"NB-186553",2013
"FH-142754",2011
"DK-130902",2013
"TB-215204",2011
"MS-177102",2011
"DL-34951",2012
"KH-66901",2011
"RL-196151",2012
"SN-107102",2013
"RD-197203",2011
"JG-53101",2011
"AT-7352",2011
"SB-201701",2011
"KS-63001",2012
"SC-200201",2011
"GM-44401",2011
"MV-174854",2011
"JB-159254",2011
"LC-71403",2012
"TT-114602",2013
"CC-124751",2011
"JE-157454",2011
"SC-206952",2011
"SC-200502",2013
"LH-70201",2013
"JP-54603",2011
"EH-41852",2012
"CS-119502",2012
"RL-196154",2011
"LA-167801",2011
"RB-97951",2014
"SM-100052",2011
"MM-79201",2012
"BM-111401",2011
"EJ-137201",2012
"JM-152504",2013
"CM-121902",2011
"AA-4803",2013
"SW-107552",2014
"KW-165701",2011
"PB-92102",2011
"MS-75302",2012
"DR-28802",2014
"SW-104551",2011
"LD-70052",2014
"SG-206053",2011
"CL-27001",2013
"PS-189701",2011
"DH-136753",2012
"HP-48151",2014
"JW-59552",2014
"JB-154001",2011
"MC-176353",2011
"BD-115604",2012
"TB-112801",2011
"JP-154603",2013
"TA-213851",2011
"DO-134351",2011
"JB-54001",2013
"VD-116701",2012
"RK-193002",2012
"DL-129253",2013
"EL-137351",2011
"NL-183101",2011
"TB-112802",2011
"BM-16502",2011
"KB-162401",2013
"SP-208602",2011
"AC-4503",2014
"AY-105553",2011
"JP-55201",2013
"FA-42301",2012
"MY-173804",2012
"DM-135254",2011
"JF-54151",2011
"AD-101804",2011
"LL-168404",2011
"PB-191503",2011
"MZ-175151",2011
"MC-181302",2011
"BD-116053",2011
"TH-111001",2014
"PO-91951",2013
"TT-212652",2013
"KB-62401",2013
"GM-144404",2011
"IM-50701",2014
"CS-118603",2011
"EH-140053",2011
"FH-143501",2013
"PS-90451",2012
"DW-135854",2011
"SF-209654",2011
"VT-217001",2011
"JG-151601",2011
"JM-56552",2013
"LP-170801",2011
"GA-147252",2012
"SS-104102",2013
"MZ-75151",2012
"AW-109304",2011
"JS-55951",2011
"GM-146952",2011
"ZC-219101",2012
"BE-14552",2013
"GB-145751",2011
"EM-139603",2011
"JF-51902",2011
"FM-143802",2012
"SP-205453",2011
"CR-126254",2011
"CB-125354",2012
"BD-116054",2011
"LS-172301",2011
"DB-129101",2012
"CC-125502",2011
"BF-110803",2012
"TZ-114452",2012
"HW-149353",2012
"AB-101051",2011
"ZD-119251",2012
"DA-134504",2011
"RA-99451",2012
"CV-28052",2011
"SC-107703",2011
"SS-205151",2011
"HM-148603",2012
"MF-176653",2011
"JG-51151",2011
"IG-50851",2011
"AS-101354",2013
"BB-115453",2012
"RA-99452",2011
"MG-76802",2013
"FA-42302",2014
"CM-19351",2012
"OT-187302",2012
"FM-142154",2011
"LC-68851",2011
"JF-151901",2011
"CG-25201",2013
"CC-126704",2011
"DP-33903",2011
"LW-72152",2014
"PM-189403",2011
"EP-39152",2011
"SW-202752",2011
"MC-172754",2011
"NM-184452",2011
"JP-61352",2012
"FG-142601",2012
"DK-32251",2012
"KF-62851",2011
"DP-133903",2012
"CS-19503",2013
"ES-140802",2012
"JM-158652",2011
"TT-110701",2011
"HA-149053",2011
"PF-191651",2011
"ME-177253",2012
"CM-18151",2011
"TP-111301",2012
"MS-177702",2011
"MM-80552",2011
"AG-103002",2012
"BG-16951",2011
"RS-197651",2011
"SS-205152",2011
"CM-121604",2013
"LC-168853",2012
"DB-130602",2011
"LH-69001",2012
"SA-108303",2012
"MY-173801",2012
"JS-155954",2011
"DC-132851",2012
"CJ-118751",2012
"SS-208753",2011
"CB-24151",2011
"SG-106051",2012
"KH-63601",2012
"TZ-115801",2013
"EG-39002",2011
"CC-121003",2012
"MW-182352",2011
"DB-31201",2011
"DB-132704",2011
"RR-193154",2013
"MC-181304",2011
"JK-161201",2012
"GM-146951",2012
"EK-37951",2013
"DJ-136301",2011
"BF-109752",2012
"SG-206051",2011
"TH-215503",2012
"GH-44102",2011
"LA-67801",2013
"SS-201401",2011
"SC-100951",2012
"KD-166153",2012
"TS-213404",2011
"PW-192403",2011
"BD-116353",2011
"MO-179502",2011
"MC-74251",2011
"MH-74403",2012
"DB-134052",2011
"KC-165403",2011
"NP-187003",2012
"AI-108551",2011
"TG-216404",2011
"PS-187603",2012
"LH-170204",2011
"JW-159551",2011
"SH-206351",2011
"HR-148303",2011
"JH-159852",2011
"DP-133902",2011
"GK-46201",2011
"GH-44851",2012
"JD-60151",2011
"EB-138702",2012
"SP-206501",2011
"AH-101954",2012
"JB-60451",2012
"HG-150254",2011
"SE-201101",2011
"TS-211601",2011
"GG-146501",2011
"SH-199753",2012
"CS-121751",2011
"SW-203502",2011
"MY-182952",2011
"CV-122952",2013
"JM-158653",2011
"FG-142602",2013
"NG-183554",2011
"MV-74852",2011
"HK-48903",2013
"MV-81901",2012
"HF-149952",2011
"AG-105251",2011
"BF-112153",2012
"BF-111702",2011
"SS-108751",2014
"CK-27602",2012
"CS-121302",2011
"SV-208152",2012
"BO-113503",2011
"SC-100201",2014
"CC-121451",2011
"TB-115951",2014
"BF-9751",2011
"CG-120404",2012
"RA-98852",2011
"CR-28202",2013
"RH-196001",2012
"MT-178152",2012
"SS-105152",2011
"MS-175302",2012
"TP-215651",2012
"KH-166302",2011
"VP-217602",2012
"TC-111452",2011
"DJ-135102",2011
"XP-218652",2011
"AY-105552",2012
"LH-71553",2014
"BK-112602",2011
"JO-51452",2013
"SC-107251",2012
"ES-140801",2011
"CP-123401",2012
"SL-201553",2011
"RB-193303",2011
"KM-163752",2011
"JM-56553",2013
"TB-215952",2011
"NP-183252",2012
"LW-172151",2011
"MG-82052",2013
"SC-103802",2011
"FO-43051",2012
"CC-26101",2013
"TR-113251",2011
"FC-43351",2011
"PK-189104",2011
"JS-58801",2011
"HJ-48752",2011
"CL-127004",2013
"MH-174554",2011
"DM-130151",2011
"BT-113952",2011
"AG-4952",2014
"NP-86701",2013
"SR-204251",2012
"CC-126104",2011
"PW-90302",2012
"KC-166754",2011
"PO-91801",2011
"MK-81601",2013
"PF-91201",2012
"BN-14701",2011
"BP-111854",2012
"ST-205303",2011
"SR-207402",2011
"JL-158351",2011
"FA-142301",2013
"BE-114104",2013
"AB-100604",2012
"VB-117451",2014
"ML-174101",2011
"PG-188951",2011
"TT-112652",2011
"CC-26702",2011
"PF-191204",2011
"AG-103301",2011
"TS-112051",2014
"CS-123551",2013
"LR-169154",2011
"RB-197054",2012
"JL-152353",2012
"PS-189704",2011
"JJ-157603",2012
"EB-141702",2014
"CW-119051",2011
"RR-93151",2012
"SF-109652",2013
"JH-158204",2011
"DV-130454",2013
"KM-163754",2011
"JC-153404",2011
"RO-197804",2012
"PW-190304",2011
"DB-36602",2012
"DK-128953",2011
"SJ-201253",2012
"DB-132703",2011
"KH-163603",2011
"SU-206652",2013
"JS-159401",2012
"HR-147702",2011
"NF-83852",2013
"IL-51002",2011
"BM-115753",2011
"JK-156403",2011
"VM-216854",2011
"TB-112501",2012
"JB-159253",2012
"BV-112452",2011
"JH-154304",2011
"KH-66903",2011
"BT-113052",2011
"DM-133453",2011
"PM-89401",2012
"MC-175752",2011
"ND-84602",2012
"FC-143352",2011
"SC-200501",2011
"RD-199001",2011
"MH-177853",2011
"PO-88652",2012
"MH-80252",2014
"JD-157903",2011
"RA-199154",2011
"MJ-77401",2013
"DH-30752",2011
"PR-88803",2011
"EB-141704",2011
"KF-162853",2012
"KB-166001",2011
"JL-55052",2011
"HG-150253",2011
"BS-18001",2011
"AW-108401",2011
"EB-137501",2013
"MN-179353",2011
"DB-29701",2014
"RD-196601",2011
"CB-124151",2011
"DB-133601",2011
"JG-51601",2011
"MG-76952",2011
"SC-200952",2011
"MA-175604",2011
"AS-2401",2011
"HD-47852",2014
"AM-107053",2011
"PW-92402",2011
"CA-120553",2011
"DB-132701",2011
"RF-193454",2011
"AP-9151",2012
"ES-140804",2011
"TG-213102",2011
"CS-124903",2011
"NG-84302",2013
"FM-142903",2011
"DL-29251",2013
"DK-28352",2011
"NS-185052",2012
"VP-217304",2012
"TS-116102",2012
"BM-16503",2011
"MK-79053",2012
"PO-191804",2012
"CM-23851",2012
"MO-179504",2012
"BG-10351",2013
"SC-203052",2012
"JK-153251",2011
"KB-65851",2012
"CK-123254",2011
"AB-100154",2011
"AG-3302",2014
"BF-109754",2011
"SP-206504",2011
"KW-64351",2011
"PF-192251",2012
"HR-148304",2011
"SJ-205003",2011
"GH-144254",2011
"VP-217601",2011
"VG-117902",2014
"DC-132853",2011
"AC-6151",2011
"DL-133304",2011
"CC-122203",2011
"AZ-7503",2011
"VG-217901",2011
"SV-207854",2011
"SC-202601",2011
"BT-113053",2011
"EM-141401",2011
"JG-153104",2013
"DO-134354",2011
"BS-117553",2011
"MH-74551",2013
"BP-111853",2011
"BD-117703",2011
"CC-126851",2012
"NB-185803",2011
"SF-202001",2011
"JF-154153",2011
"FA-142302",2012
"RA-199153",2011
"MH-176204",2012
"GB-45752",2012
"MD-173503",2011
"LS-72451",2012
"HR-147703",2011
"NF-83851",2011
"HG-150252",2011
"TH-211153",2011
"MP-181753",2011
"DD-135702",2011
"SS-101402",2014
"GH-44852",2013
"CG-125202",2011
"RP-193902",2011
"CC-126854",2011
"JF-151903",2011
"LP-170954",2013
"CD-122801",2012
"SM-109501",2013
"RM-196752",2011
"TB-113552",2012
"KT-164804",2011
"MY-82952",2011
"KH-166902",2011
"KT-164653",2011
"JS-59402",2014
"DJ-35101",2012
"MB-73052",2011
"AB-1653",2011
"JM-161951",2011
"SB-201852",2011
"DK-28351",2011
"MG-181451",2012
"BV-12451",2011
"PO-91802",2011
"JM-152502",2011
"DB-36151",2012
"TT-214603",2011
"CC-21451",2011
"JL-58352",2011
"GM-145001",2013
"PF-191654",2011
"GZ-44703",2013
"DL-33151",2013
"CP-120851",2012
"HJ-148751",2011
"DM-33451",2013
"JL-158354",2011
"LP-170951",2012
"NM-84451",2011
"DB-136154",2011
"NP-83251",2013
"KS-63002",2014
"RW-196301",2012
"SH-199751",2011
"SG-200804",2012
"BD-17252",2011
"JE-154754",2012
"CV-28051",2011
"TC-211451",2011
"JL-51301",2011
"TG-213103",2011
"SZ-200352",2014
"MG-178904",2011
"AJ-109451",2011
"DL-128652",2011
"CC-22201",2012
"AM-7052",2013
"EM-142003",2012
"AC-4502",2012
"FM-42152",2012
"JK-53702",2013
"MS-73652",2014
"BP-110951",2011
"VM-216852",2013
"LC-169602",2012
"RB-196451",2011
"JE-156103",2011
"DN-136903",2011
"MR-75452",2011
"CR-26253",2011
"SO-203351",2012
"FC-142454",2012
"TP-215653",2012
"BB-109903",2011
"CM-124454",2011
"MH-172904",2011
"HW-149351",2011
"CK-122054",2011
"AB-101503",2011
"MP-179652",2012
"PG-188954",2011
"JP-161352",2011
"DW-134802",2011
"RA-199152",2011
"LC-171401",2013
"SK-199902",2012
"DV-130452",2012
"TG-216401",2012
"SG-208902",2012
"EN-137804",2012
"JK-57301",2012
"KC-166752",2012
"EH-39451",2011
"JB-59251",2012
"PV-189854",2011
"CS-25051",2011
"KC-66751",2013
"SJ-201252",2012
"JM-155803",2011
"NM-85201",2014
"SC-200951",2011
"PS-189703",2011
"LB-67351",2012
"MG-178751",2011
"AB-1501",2012
"SM-200054",2011
"ML-180404",2014
"CC-126853",2014
"PA-90602",2011
"TB-212803",2011
"PW-190303",2011
"MS-75301",2012
"EM-140652",2013
"JJ-157601",2011
"AR-103451",2011
"MB-173052",2012
"PG-188204",2011
"MC-176051",2011
"SN-105603",2011
"KA-165254",2011
"RW-195401",2011
"PC-190004",2011
"PJ-190153",2013
"MC-181002",2011
"JC-153854",2014
"RH-95101",2011
"EH-141253",2012
"RH-195554",2012
"AA-103751",2011
"AS-102851",2011
"AH-5852",2011
"MW-182203",2012
"MT-180704",2011
"DL-28652",2013
"KM-167203",2011
"DB-136151",2012
"AA-104802",2011
"RM-197502",2011
"BP-112302",2011
"KT-164654",2011
"BM-116503",2013
"KC-65402",2011
"KW-65701",2011
"TC-209803",2011
"LS-72001",2012
"MF-182502",2011
"DP-131051",2011
"KH-163304",2011
"RW-196302",2011
"PC-187452",2011
"CM-119354",2012
"TT-214601",2011
"RH-95551",2011
"NZ-85651",2012
"BS-118003",2011
"JS-159404",2011
"SH-99752",2011
"BP-12302",2011
"EM-140654",2011
"KM-167202",2011
"CB-25352",2014
"MH-174404",2011
"DW-131951",2011
"PS-89701",2012
"BD-16202",2011
"CA-123102",2012
"RS-94203",2011
"Dp-132403",2011
"BF-10051",2011
"JK-161204",2011
"JL-158501",2011
"JF-153554",2012
"AJ-109453",2011
"CM-123854",2012
"DA-134502",2011
"EM-40953",2011
"NF-185953",2012
"CY-127453",2011
"MK-179053",2011
"KW-164354",2012
"DP-133901",2011
"TB-211752",2011
"KN-163901",2011
"KD-163454",2011
"AH-2101",2011
"AG-103004",2011
"TB-116251",2011
"AB-102553",2011
"TH-115501",2011
"EH-137652",2011
"AJ-109602",2012
"AA-103153",2011
"PF-92251",2011
"CD-127902",2011
"MG-176801",2011
"VM-218354",2011
"BM-11402",2011
"RP-193903",2011
"KT-64651",2011
"LA-67802",2011
"BD-116204",2011
"EM-142002",2011
"JD-160153",2011
"DK-30901",2014
"HZ-49501",2011
"LD-170053",2011
"JK-156251",2012
"NB-85802",2011
"AC-104203",2011
"JF-151904",2011
"DK-33753",2011
"KT-164651",2011
"JS-160302",2011
"AY-5551",2012
"YC-118951",2011
"SW-204552",2011
"JL-151754",2011
"KM-167204",2011
"PN-187751",2011
"JS-156852",2011
"AS-106303",2013
