"customer_id","active_years"
"EH-140051","3"
"EH-140052","3"
"EH-140053","3"
"EH-140054","3"
"EH-141251","4"
"EH-141252","4"
"EH-141253","3"
"EH-141254","4"
"EH-141851","4"
"EH-141852","4"
"EH-141853","4"
"EH-141854","3"
"EH-37651","4"
"EH-39451","2"
"EH-39453","3"
"EH-39901","3"
"EH-40051","4"
"EH-40052","2"
"EH-41251","4"
"EH-41252","3"
"EH-41851","3"
"EH-41852","2"
"EJ-137201","3"
"EJ-137202","3"
"EJ-137203","4"
"EJ-137204","3"
"EJ-141551","4"
"EJ-141552","4"
"EJ-141553","3"
"EJ-141554","3"
"EJ-37201","3"
"EJ-37202","3"
"EJ-41551","3"
"EK-137951","3"
"EK-137952","3"
"EK-137954","3"
"EK-37952","3"
"EL-137351","4"
"EL-137352","4"
"EL-137353","3"
"EL-137354","2"
"EL-37351","3"
"EL-37352","3"
"EM-138101","4"
"EM-138102","3"
"EM-138103","4"
"EM-138104","3"
"EM-138251","4"
"EM-138252","3"
"EM-138253","4"
"EM-138254","4"
"EM-139601","4"
"EM-139602","4"
"EM-139603","4"
"EM-139604","2"
"EM-140651","3"
"EM-140652","2"
"EM-140653","3"
"EM-140654","3"
"EM-140951","2"
"EM-140952","4"
"EM-140953","3"
"EM-140954","3"
"EM-141401","4"
"EM-141402","3"
"EM-141403","3"
"EM-141404","4"
"EM-142001","4"
"EM-142002","3"
"EM-142003","3"
"EM-142004","2"
"EM-38101","2"
"EM-38102","2"
"EM-38251","2"
"EM-38253","2"
"EM-39601","3"
"EM-39603","2"
"EM-40651","3"
"EM-40653","2"
"EM-40951","3"
"EM-40953","3"
"EM-41401","2"
"EM-41402","2"
"EM-42002","2"
"EN-137801","4"
"EN-137802","3"
"EN-137803","3"
"EN-137804","3"
"EN-37801","3"
"EN-37802","3"
"EP-139151","4"
"EP-139152","3"
"EP-139154","4"
"EP-39151","2"
"ER-138551","3"
"ER-138552","2"
"ER-138553","4"
"ER-138554","2"
"ER-38551","2"
"ER-38552","4"
"ES-140201","4"
"ES-140202","4"
"ES-140203","3"
"ES-140204","4"
"ES-140801","3"
"ES-140802","3"
"ES-140803","3"
"ES-140804","4"
"ES-40201","2"
"ES-40203","3"
"ES-40801","3"
"ES-40802","3"
"FA-142301","2"
"FA-142302","3"
"FA-142303","4"
"FA-142304","4"
"FA-42301","3"
"FC-142451","3"
"FC-142452","3"
"FC-142453","3"
"FC-142454","3"
"FC-143351","3"
"FC-143352","4"
"FC-143353","4"
"FC-143354","4"
"FC-42451","3"
"FC-42452","2"
"FC-43352","2"
"FG-142601","3"
"FG-142602","2"
"FG-142604","2"
"FG-42601","2"
"FG-42603","3"
"FH-142751","2"
"FH-142752","2"
"FH-142753","3"
"FH-142754","3"
"FH-143501","2"
"FH-143502","3"
"FH-143503","3"
"FH-143504","2"
"FH-143651","4"
"FH-143652","4"
"FH-143653","3"
"FH-143654","4"
"FH-42752","2"
"FH-43652","4"
"FM-142151","4"
"FM-142152","4"
"FM-142153","4"
"FM-142154","3"
"FM-142901","3"
"FM-142903","4"
"FM-142904","4"
"FM-143801","3"
"FM-143802","2"
"FM-143803","3"
"FM-143804","3"
"FM-42151","2"
"FM-42152","2"
"FM-42901","2"
"FM-42902","2"
"FM-43802","2"
"FO-143051","4"
"FO-143052","4"
"FO-143053","3"
"FO-143054","4"
"FO-43051","3"
"FO-43052","4"
"FP-143201","3"
"FP-143202","3"
"FP-143203","3"
"FP-143204","4"
"FP-43201","2"
"FW-143951","4"
"FW-143952","2"
"FW-143953","4"
"FW-143954","3"
"FW-43951","3"
"FW-43952","3"
"GA-145151","2"
"GA-145152","4"
"GA-145153","2"
"GA-145154","4"
"GA-147251","4"
"GA-147252","3"
"GA-147253","3"
"GA-147254","3"
"GA-45151","3"
"GA-45152","2"
"GA-47251","2"
"GB-145301","3"
"GB-145302","3"
"GB-145303","2"
"GB-145304","4"
"GB-145751","4"
"GB-145752","4"
"GB-145753","4"
"GB-145754","3"
"GB-45301","2"
"GB-45303","2"
"GB-45751","2"
"GD-145901","3"
"GD-145902","3"
"GD-145903","3"
"GD-145904","3"
"GD-45902","2"
"GG-146501","3"
"GG-146502","4"
"GG-146503","3"
"GG-146504","4"
"GH-144101","3"
"GH-144102","4"
"GH-144103","4"
"GH-144104","4"
"GH-144251","4"
"GH-144252","4"
"GH-144253","3"
"GH-144254","3"
"GH-144851","4"
"GH-144852","4"
"GH-144853","2"
"GH-144854","2"
"GH-146651","4"
"GH-146652","3"
"GH-146653","3"
"GH-146654","2"
"GH-44101","3"
"GH-44102","3"
"GH-44251","4"
"GH-44253","2"
"GH-44851","3"
"GH-46651","3"
"GH-46653","3"
"GK-146201","2"
"GK-146202","4"
"GK-146203","2"
"GK-146204","4"
"GK-46201","2"
"GM-144401","4"
"GM-144402","4"
"GM-144403","3"
"GM-144404","3"
"GM-144551","2"
"GM-144553","2"
"GM-144554","3"
"GM-145001","2"
"GM-145002","2"
"GM-145003","4"
"GM-145004","4"
"GM-146801","4"
"GM-146802","4"
"GM-146803","4"
"GM-146804","3"
"GM-146951","2"
"GM-146952","3"
"GM-146953","4"
"GM-146954","3"
"GM-44401","3"
"GM-44551","2"
"GM-44552","2"
"GM-45001","2"
"GM-45002","2"
"GM-46802","3"
"GM-46951","2"
"GM-46952","4"
"GP-147401","4"
"GP-147402","4"
"GP-147403","3"
"GP-147404","2"
"GP-47401","3"
"GP-47402","3"
"GR-145601","3"
"GR-145602","2"
"GR-145603","4"
"GR-45601","3"
"GR-45602","2"
"GT-146351","4"
"GT-146352","3"
"GT-146353","3"
"GT-146354","3"
"GT-147101","4"
"GT-147102","3"
"GT-147103","4"
"GT-147104","4"
"GT-147551","4"
"GT-147552","4"
"GT-147553","2"
"GT-147554","3"
"GT-46351","3"
"GT-46352","2"
"GT-47101","2"
"GT-47551","2"
"GT-47553","2"
"GW-146051","4"
"GW-146052","2"
"GW-146053","2"
"GW-146054","4"
"GW-46051","3"
"GW-46052","2"
"GZ-144701","3"
"GZ-144702","3"
"GZ-144703","4"
"GZ-144704","4"
"GZ-145451","4"
"GZ-145452","3"
"GZ-145453","3"
"GZ-145454","2"
"GZ-44703","2"
"GZ-45453","4"
"HA-149051","4"
"HA-149052","2"
"HA-149053","4"
"HA-149054","4"
"HA-149201","4"
"HA-149202","4"
"HA-149203","2"
"HA-149204","4"
"HA-49052","2"
"HA-49201","2"
"HA-49202","2"
"HD-147851","3"
"HD-147852","3"
"HD-147853","4"
"HD-147854","2"
"HD-47851","3"
"HE-148001","3"
"HE-148002","4"
"HE-148003","3"
"HE-148004","2"
"HE-48001","2"
"HE-48002","3"
"HF-149951","3"
"HF-149952","4"
"HF-149953","3"
"HF-149954","3"
"HF-49952","2"
"HG-148451","4"
"HG-148452","4"
"HG-148453","2"
"HG-148454","3"
"HG-149651","3"
"HG-149652","3"
"HG-149653","3"
"HG-149654","4"
"HG-150251","3"
"HG-150252","3"
"HG-150253","3"
"HG-150254","4"
"HG-48451","4"
"HG-48452","3"
"HG-49651","2"
"HG-50251","3"
"HG-50252","2"
"HH-150101","4"
"HH-150102","3"
"HH-150103","4"
"HH-150104","2"
"HH-50102","2"
"HJ-148751","4"
"HJ-148752","4"
"HJ-148753","2"
"HJ-148754","3"
"HJ-48751","2"
"HJ-48752","2"
"HK-148901","3"
"HK-148902","4"
"HK-148903","3"
"HK-148904","4"
"HK-48903","2"
"HL-150401","2"
"HL-150402","3"
"HL-150403","3"
"HL-150404","3"
"HL-50401","2"
"HL-50402","2"
"HM-148601","4"
"HM-148602","4"
"HM-148603","3"
"HM-148604","4"
"HM-149801","4"
"HM-149802","3"
"HM-149803","3"
"HM-149804","3"
"HM-48601","2"
"HM-48602","2"
"HM-49802","2"
"HP-148151","3"
"HP-148152","3"
"HP-148153","4"
"HP-148154","3"
"HP-48152","2"
"HR-147701","2"
"HR-147702","4"
"HR-147703","2"
"HR-147704","3"
"HR-148301","2"
"HR-148302","2"
"HR-148303","3"
"HR-148304","3"
"HR-47701","3"
"HR-47703","3"
"HR-48302","2"
"HW-149351","3"
"HW-149352","4"
"HW-149353","3"
"HW-149354","3"
"HW-49351","2"
"HW-49352","4"
"HZ-149501","4"
"HZ-149502","2"
"HZ-149503","2"
"HZ-149504","2"
"HZ-49501","3"
"HZ-49502","2"
"IG-150851","2"
"IG-150852","3"
"IG-150853","4"
"IG-150854","4"
"IG-50851","4"
"IG-50852","3"
"IL-151001","3"
"IL-151002","3"
"IL-151003","3"
"IL-151004","4"
"IL-51001","2"
"IL-51002","3"
"IM-150551","2"
"IM-150552","4"
"IM-150553","3"
"IM-150554","2"
"IM-150701","3"
"IM-150702","2"
"IM-150703","4"
"IM-150704","3"
"IM-50551","3"
"IM-50552","2"
"IM-50702","3"
"JA-159701","2"
"JA-159702","4"
"JA-159703","3"
"JA-159704","3"
"JA-59701","2"
"JA-59702","2"
"JB-154001","3"
"JB-154002","3"
"JB-154003","3"
"JB-154004","4"
"JB-159251","3"
"JB-159252","2"
"JB-159253","2"
"JB-159254","2"
"JB-160001","3"
"JB-160002","4"
"JB-160003","4"
"JB-160004","2"
"JB-160451","3"
"JB-160452","3"
"JB-160453","4"
"JB-160454","3"
"JB-54001","2"
"JB-54002","3"
"JB-59251","2"
"JB-59252","3"
"JB-60001","4"
"JB-60002","3"
"JB-60451","2"
"JB-60452","3"
"JC-153401","4"
"JC-153402","3"
"JC-153403","3"
"JC-153404","3"
"JC-153851","2"
"JC-153852","3"
"JC-153853","3"
"JC-157751","2"
"JC-157752","4"
"JC-157754","4"
"JC-161051","2"
"JC-161052","4"
"JC-161053","3"
"JC-161054","3"
"JC-53401","3"
"JC-53851","3"
"JC-53852","2"
"JC-61052","3"
"JD-157901","4"
"JD-157902","3"
"JD-157903","4"
"JD-157904","3"
"JD-158951","3"
"JD-158952","2"
"JD-158953","4"
"JD-158954","3"
"JD-160151","4"
"JD-160152","3"
"JD-160153","3"
"JD-160154","2"
"JD-160601","2"
"JD-160602","4"
"JD-160603","3"
"JD-160604","3"
"JD-161501","2"
"JD-161502","2"
"JD-161503","3"
"JD-161504","4"
"JD-57901","2"
"JD-57902","3"
"JD-58951","2"
"JD-58953","2"
"JD-60151","3"
"JD-60152","4"
"JD-60601","3"
"JD-60602","2"
"JD-61502","3"
"JE-154751","3"
"JE-154752","4"
"JE-154753","2"
"JE-154754","3"
"JE-156101","3"
"JE-156102","3"
"JE-156103","3"
"JE-156104","4"
"JE-157151","4"
"JE-157152","4"
"JE-157153","3"
"JE-157154","4"
"JE-157451","4"
"JE-157452","2"
"JE-157453","3"
"JE-157454","4"
"JE-161651","4"
"JE-161652","2"
"JE-161653","3"
"JE-161654","2"
"JE-54751","2"
"JE-54752","3"
"JE-56101","2"
"JE-56102","2"
"JE-57151","3"
"JE-57152","3"
"JE-57452","4"
"JE-61651","3"
"JF-151901","4"
"JF-151902","3"
"JF-151903","4"
"JF-151904","4"
"JF-152951","2"
"JF-152952","4"
"JF-152953","4"
"JF-152954","3"
"JF-153551","3"
"JF-153552","3"
"JF-153553","3"
"JF-153554","3"
"JF-154151","2"
"JF-154152","2"
"JF-154153","4"
"JF-154154","3"
"JF-154901","4"
"JF-154902","3"
"JF-154903","3"
"JF-154904","4"
"JF-155651","3"
"JF-155652","4"
"JF-155653","2"
"JF-155654","4"
"JF-51901","2"
"JF-51902","4"
"JF-52951","2"
"JF-52953","4"
"JF-53551","3"
"JF-53552","4"
"JF-54151","2"
"JF-54152","3"
"JF-54901","2"
"JF-54902","3"
"JF-55652","2"
"JG-151151","3"
"JG-151152","2"
"JG-151153","3"
"JG-151154","2"
"JG-151601","4"
"JG-151602","3"
"JG-151603","4"
"JG-151604","4"
"JG-153101","3"
"JG-153102","4"
"JG-153103","3"
"JG-153104","2"
"JG-158051","4"
"JG-158052","3"
"JG-158053","3"
"JG-158054","4"
"JG-51151","3"
"JG-51152","3"
"JG-51601","4"
"JG-51602","2"
"JG-53101","3"
"JG-58052","2"
"JH-154301","3"
"JH-154302","3"
"JH-154303","4"
"JH-154304","2"
"JH-158201","2"
"JH-158202","4"
"JH-158203","4"
"JH-158204","3"
"JH-159101","4"
"JH-159102","4"
"JH-159103","3"
"JH-159104","3"
"JH-159851","4"
"JH-159852","3"
"JH-159853","3"
"JH-159854","4"
"JH-161801","3"
"JH-161802","4"
"JH-161803","3"
"JH-161804","2"
"JH-54301","3"
"JH-58201","2"
"JH-58202","3"
"JH-59101","3"
"JH-59103","3"
"JH-59851","3"
"JH-61801","3"
"JH-61803","2"
"JJ-154451","4"
"JJ-154452","4"
"JJ-154453","2"
"JJ-154454","2"
"JJ-157601","4"
"JJ-157602","4"
"JJ-157603","2"
"JJ-54451","2"
"JJ-54452","3"
"JJ-57602","3"
"JK-152051","2"
"JK-152052","3"
"JK-152053","4"
"JK-152054","4"
"JK-153251","4"
"JK-153252","4"
"JK-153253","2"
"JK-153254","3"
"JK-153701","2"
"JK-153702","3"
"JK-153703","3"
"JK-153704","4"
"JK-156251","3"
"JK-156252","2"
"JK-156253","3"
"JK-156254","3"
"JK-156401","3"
"JK-156402","2"
"JK-156403","4"
"JK-156404","3"
"JK-157301","3"
"JK-157302","3"
"JK-157303","4"
"JK-157304","4"
"JK-160901","3"
"JK-160902","4"
"JK-160903","4"
"JK-160904","2"
"JK-161201","3"
"JK-161202","4"
"JK-161203","4"
"JK-161204","4"
"JK-52052","3"
"JK-53251","2"
"JK-53701","2"
"JK-53702","2"
"JK-56251","4"
"JK-56402","3"
"JK-57301","2"
"JK-57302","2"
"JK-60901","2"
"JK-61201","3"
"JK-61203","2"
"JL-151301","2"
"JL-151302","3"
"JL-151303","3"
"JL-151304","3"
"JL-151751","3"
"JL-151752","2"
"JL-151753","4"
"JL-151754","4"
"JL-152351","4"
"JL-152352","4"
"JL-152353","3"
"JL-152354","4"
"JL-155051","2"
"JL-155052","4"
"JL-155053","2"
"JL-155054","3"
"JL-158351","4"
"JL-158352","2"
"JL-158353","4"
"JL-158354","4"
"JL-158501","2"
"JL-158502","3"
"JL-158503","3"
"JL-158504","3"
"JL-51301","3"
"JL-51303","3"
"JL-51752","3"
"JL-55052","2"
"JL-58351","2"
"JL-58352","3"
"JL-58501","2"
"JL-58502","2"
"JM-152501","4"
"JM-152502","4"
"JM-152503","3"
"JM-152504","2"
"JM-152651","4"
"JM-152652","3"
"JM-152653","4"
"JM-152654","4"
"JM-155351","4"
"JM-155352","2"
"JM-155354","4"
"JM-155801","3"
"JM-155802","4"
"JM-155803","3"
"JM-155804","2"
"JM-156551","3"
"JM-156552","2"
"JM-156553","4"
"JM-156554","3"
"JM-158651","3"
"JM-158652","4"
"JM-158653","3"
"JM-158654","4"
"JM-161951","4"
"JM-161952","3"
"JM-161953","2"
"JM-161954","4"
"JM-52501","2"
"JM-52502","2"
"JM-52651","2"
"JM-55352","3"
"JM-55801","3"
"JM-55802","2"
"JM-56551","3"
"JM-58651","2"
"JM-61951","2"
"JM-61952","4"
"JO-151451","2"
"JO-151452","4"
"JO-151453","2"
"JO-151454","3"
"JO-152801","4"
"JO-152803","4"
"JO-152804","4"
"JO-155501","2"
"JO-155502","2"
"JO-155503","4"
"JO-155504","2"
"JO-51451","2"
"JO-51452","2"
"JO-52801","3"
"JO-55501","3"
"JO-55502","3"
"JP-154601","3"
"JP-154602","4"
"JP-154603","2"
"JP-154604","4"
"JP-155201","2"
"JP-155202","4"
"JP-155203","4"
"JP-155204","4"
"JP-161351","4"
"JP-161352","4"
"JP-161353","3"
"JP-161354","4"
"JP-54603","3"
"JP-61351","2"
"JP-61352","3"
"JR-156701","3"
"JR-156702","4"
"JR-156703","2"
"JR-156704","2"
"JR-157001","3"
"JR-157002","2"
"JR-157003","4"
"JR-162101","3"
"JR-162102","3"
"JR-162103","3"
"JR-162104","3"
"JR-56701","2"
"JR-56702","3"
"JR-57001","2"
"JR-57002","2"
"JR-62101","2"
"JR-62103","2"
"JS-155951","3"
"JS-155952","2"
"JS-155953","3"
"JS-155954","4"
"JS-156851","2"
"JS-156852","4"
"JS-156853","4"
"JS-156854","2"
"JS-158801","3"
"JS-158802","3"
"JS-158803","2"
"JS-158804","3"
"JS-159402","4"
"JS-159403","3"
"JS-159404","3"
"JS-160301","4"
"JS-160302","4"
"JS-160303","2"
"JS-160304","3"
"JS-55951","2"
"JS-55953","2"
"JS-56851","2"
"JS-56852","3"
"JS-58801","3"
"JS-58802","3"
"JS-59401","2"
"JS-59403","3"
"JS-60301","2"
"JW-152201","3"
"JW-152202","2"
"JW-152203","3"
"JW-152204","3"
"JW-159551","4"
"JW-159552","3"
"JW-159553","4"
"JW-159554","3"
"JW-160751","4"
"JW-160752","4"
"JW-160753","3"
"JW-160754","2"
"JW-52202","3"
"JW-60751","2"
"KA-165251","4"
"KA-165252","3"
"KA-165253","4"
"KA-165254","4"
"KA-65251","3"
"KA-65252","2"
"KB-162401","2"
"KB-162402","4"
"KB-162403","3"
"KB-162404","4"
"KB-163151","3"
"KB-163152","4"
"KB-163153","2"
"KB-163154","4"
"KB-164051","4"
"KB-164052","3"
"KB-164053","3"
"KB-164054","2"
"KB-165851","4"
"KB-165852","4"
"KB-165853","2"
"KB-165854","4"
"KB-166001","4"
"KB-166002","2"
"KB-166003","3"
"KB-166004","4"
"KB-62401","2"
"KB-62402","3"
"KB-63151","2"
"KB-63152","2"
"KB-64051","2"
"KB-65851","2"
"KB-66001","3"
"KB-66003","3"
"KC-162551","4"
"KC-162552","2"
"KC-162553","4"
"KC-162554","3"
"KC-165401","3"
"KC-165402","3"
"KC-165403","4"
"KC-165404","3"
"KC-166751","2"
"KC-166752","3"
"KC-166753","3"
"KC-166754","3"
"KC-62551","2"
"KC-62552","3"
"KC-65401","2"
"KC-65402","2"
"KC-66752","2"
"KD-162701","4"
"KD-162702","4"
"KD-162703","3"
"KD-162704","3"
"KD-163451","3"
"KD-163452","2"
"KD-163454","3"
"KD-164951","4"
"KD-164952","2"
"KD-164953","3"
"KD-164954","4"
"KD-166151","3"
"KD-166152","3"
"KD-166153","3"
"KD-166154","3"
"KD-63451","3"
"KD-63452","2"
"KD-64951","2"
"KD-64952","2"
"KD-66151","3"
"KE-164201","4"
"KE-164202","2"
"KE-164203","2"
"KE-164204","4"
"KE-64201","2"
"KF-162851","2"
"KF-162852","2"
"KF-162853","2"
"KF-162854","3"
"KF-62851","2"
"KF-62852","2"
"KH-163301","4"
"KH-163302","2"
"KH-163303","2"
"KH-163304","3"
"KH-163601","4"
"KH-163602","2"
"KH-163603","4"
"KH-163604","3"
"KH-165101","3"
"KH-165102","3"
"KH-165103","3"
"KH-165104","3"
"KH-166301","3"
"KH-166302","3"
"KH-166303","3"
"KH-166304","4"
"KH-166901","4"
"KH-166902","4"
"KH-166903","4"
"KH-166904","4"
"KH-63301","4"
"KH-63302","3"
"KH-63601","3"
"KH-63602","2"
"KH-65101","2"
"KH-65102","2"
"KH-66302","3"
"KH-66901","3"
"KH-66903","3"
"KL-165551","4"
"KL-165552","3"
"KL-165553","3"
"KL-165554","3"
"KL-166451","3"
"KL-166452","3"
"KL-166453","3"
"KL-166454","4"
"KL-65551","2"
"KL-65552","3"
"KL-66451","2"
"KL-66452","2"
"KM-162251","3"
"KM-162252","2"
"KM-162254","3"
"KM-163751","3"
"KM-163752","4"
"KM-163753","4"
"KM-163754","4"
"KM-166601","4"
"KM-166602","3"
"KM-166603","4"
"KM-166604","4"
"KM-167201","3"
"KM-167202","4"
"KM-167203","3"
"KM-167204","4"
"KM-63751","2"
"KM-63753","2"
"KM-66602","2"
"KM-67201","3"
"KN-163901","4"
"KN-163902","4"
"KN-163903","3"
"KN-163904","3"
"KN-164501","4"
"KN-164502","4"
"KN-164503","2"
"KN-164504","3"
"KN-167051","2"
"KN-167053","2"
"KN-167054","4"
"KN-63902","2"
"KN-64501","4"
"KN-64502","2"
"KN-67052","4"
"KS-163001","2"
"KS-163002","4"
"KS-163003","4"
"KS-163004","2"
"KS-63001","2"
"KT-164651","4"
"KT-164652","2"
"KT-164653","4"
"KT-164654","3"
"KT-164801","4"
"KT-164802","3"
"KT-164803","2"
"KT-164804","4"
"KT-64653","2"
"KT-64801","3"
"KW-164351","2"
"KW-164352","4"
"KW-164353","3"
"KW-164354","3"
"KW-165701","4"
"KW-165702","4"
"KW-165703","4"
"KW-165704","2"
"KW-64351","2"
"KW-65701","2"
"KW-65702","3"
"LA-167801","4"
"LA-167802","4"
"LA-167803","2"
"LA-167804","4"
"LA-67801","2"
"LA-67802","4"
"LB-167351","3"
"LB-167352","4"
"LB-167353","4"
"LB-167354","2"
"LB-167951","4"
"LB-167952","3"
"LB-167953","4"
"LB-167954","3"
"LB-67351","3"
"LB-67353","3"
"LB-67951","3"
"LB-67952","4"
"LC-168701","3"
"LC-168702","2"
"LC-168703","3"
"LC-168704","3"
"LC-168851","4"
"LC-168852","3"
"LC-168853","2"
"LC-168854","4"
"LC-169301","3"
"LC-169302","3"
"LC-169303","3"
"LC-169304","3"
"LC-169601","3"
"LC-169602","3"
"LC-169603","2"
"LC-169604","2"
"LC-170501","3"
"LC-170502","3"
"LC-170503","4"
"LC-170504","3"
"LC-171401","2"
"LC-171402","4"
"LC-171403","4"
"LC-171404","4"
"LC-68701","2"
"LC-68702","4"
"LC-68851","4"
"LC-69301","3"
"LC-69302","2"
"LC-69601","2"
"LC-69602","4"
"LC-70501","3"
"LC-71403","2"
"LD-168551","4"
"LD-168552","4"
"LD-168553","4"
"LD-170051","4"
"LD-170052","4"
"LD-170053","4"
"LD-170054","2"
"LD-68551","3"
"LD-68552","2"
"LD-70053","2"
"LE-168101","4"
"LE-168102","4"
"LE-168104","4"
"LE-68101","4"
"LF-171851","3"
"LF-171852","3"
"LF-171853","2"
"LF-171854","4"
"LF-71852","2"
"LH-167501","3"
"LH-167503","4"
"LH-167504","2"
"LH-169001","4"
"LH-169002","3"
"LH-169003","3"
"LH-169004","4"
"LH-170201","3"
"LH-170202","3"
"LH-170203","3"
"LH-170204","4"
"LH-171551","4"
"LH-171552","3"
"LH-171553","2"
"LH-171554","3"
"LH-67502","2"
"LH-69001","2"
"LH-70201","2"
"LL-168401","3"
"LL-168402","4"
"LL-168403","2"
"LL-168404","3"
"LL-68401","3"
"LL-68402","4"
"LM-170651","3"
"LM-170652","2"
"LM-170653","3"
"LM-170654","3"
"LM-70651","2"
"LO-171701","4"
"LO-171702","4"
"LO-171703","3"
"LO-171704","2"
"LO-71701","2"
"LO-71702","3"
"LP-170801","4"
"LP-170802","3"
"LP-170803","4"
"LP-170804","3"
"LP-170951","3"
"LP-170952","2"
"LP-170953","2"
"LP-170954","2"
"LP-70801","3"
"LP-70802","2"
"LP-70953","2"
"LR-169151","4"
"LR-169152","3"
"LR-169153","4"
"LR-169154","4"
"LR-170351","3"
"LR-170352","4"
"LR-170353","3"
"LR-170354","4"
"LR-69152","2"
"LR-70351","3"
"LR-70352","2"
"LS-169451","3"
"LS-169452","3"
"LS-169453","3"
"LS-169454","3"
"LS-169751","3"
"LS-169752","3"
"LS-169753","4"
"LS-169754","4"
"LS-172001","4"
"LS-172002","2"
"LS-172003","3"
"LS-172004","3"
"LS-172301","3"
"LS-172302","3"
"LS-172303","3"
"LS-172304","2"
"LS-172451","3"
"LS-172452","2"
"LS-172453","4"
"LS-172454","4"
"LS-69451","2"
"LS-69453","3"
"LS-72001","2"
"LS-72301","3"
"LS-72302","4"
"LS-72451","2"
"LS-72452","2"
"LT-167651","4"
"LT-167652","3"
"LT-167653","4"
"LT-167654","3"
"LT-171101","4"
"LT-171102","4"
"LT-171103","3"
"LT-171104","4"
"LT-67651","2"
"LT-71102","2"
"LW-168251","4"
"LW-168252","2"
"LW-168253","2"
"LW-168254","3"
"LW-169901","3"
"LW-169902","3"
"LW-169903","3"
"LW-169904","2"
"LW-171252","4"
"LW-171253","3"
"LW-171254","3"
"LW-172151","4"
"LW-172152","3"
"LW-172153","4"
"LW-172154","3"
"LW-68251","3"
"LW-68252","3"
"LW-69901","3"
"LW-69902","4"
"LW-71251","3"
"LW-71252","3"
"LW-72151","3"
"MA-175601","3"
"MA-175602","3"
"MA-175603","2"
"MA-175604","4"
"MA-179951","3"
"MA-179952","2"
"MA-179953","4"
"MA-179954","4"
"MA-75602","2"
"MA-79951","4"
"MA-79953","2"
"MB-173051","2"
"MB-173052","3"
"MB-173053","2"
"MB-173054","4"
"MB-180851","2"
"MB-180852","4"
"MB-180853","4"
"MB-180854","3"
"MB-73051","3"
"MB-73052","3"
"MB-80851","2"
"MB-80852","3"
"MC-172751","4"
"MC-172752","4"
"MC-172753","3"
"MC-172754","4"
"MC-174251","4"
"MC-174252","3"
"MC-174253","3"
"MC-174254","3"
"MC-175751","3"
"MC-175752","3"
"MC-175753","3"
"MC-175754","4"
"MC-175902","3"
"MC-175903","3"
"MC-175904","3"
"MC-176051","4"
"MC-176052","3"
"MC-176053","2"
"MC-176054","4"
"MC-176351","3"
"MC-176352","3"
"MC-176353","4"
"MC-176354","3"
"MC-178451","4"
"MC-178452","2"
"MC-178453","4"
"MC-178454","3"
"MC-181001","3"
"MC-181002","3"
"MC-181003","4"
"MC-181004","4"
"MC-181301","3"
"MC-181302","3"
"MC-181303","4"
"MC-181304","3"
"MC-72751","3"
"MC-72752","2"
"MC-74251","3"
"MC-75751","2"
"MC-75752","3"
"MC-75901","2"
"MC-76352","2"
"MC-78451","2"
"MC-78452","2"
"MC-81001","3"
"MC-81301","2"
"MC-81302","3"
"MD-173501","3"
"MD-173502","2"
"MD-173503","4"
"MD-173504","4"
"MD-178601","3"
"MD-178602","4"
"MD-178603","4"
"MD-178604","2"
"MD-73501","2"
"MD-73503","2"
"MD-78601","3"
"ME-173201","3"
"ME-173202","4"
"ME-173203","2"
"ME-173204","4"
"ME-177251","4"
"ME-177252","3"
"ME-177253","3"
"ME-177254","4"
"ME-180101","3"
"ME-180102","4"
"ME-180103","3"
"ME-180104","3"
"ME-73201","4"
"ME-73202","2"
"ME-77251","3"
"ME-77253","4"
"MF-176651","4"
"MF-176652","4"
"MF-176653","4"
"MF-176654","2"
"MF-182501","4"
"MF-182502","3"
"MF-182503","4"
"MF-182504","3"
"MF-76651","2"
"MF-82502","4"
"MG-176501","4"
"MG-176502","3"
"MG-176503","4"
"MG-176504","3"
"MG-176801","4"
"MG-176802","3"
"MG-176803","2"
"MG-176804","3"
"MG-176951","3"
"MG-176952","3"
"MG-176953","3"
"MG-176954","3"
"MG-178751","3"
"MG-178752","4"
"MG-178753","4"
"MG-178754","4"
"MG-178901","4"
"MG-178902","4"
"MG-178903","3"
"MG-178904","4"
"MG-181451","2"
"MG-181452","2"
"MG-181453","3"
"MG-181454","3"
"MG-182051","3"
"MG-182052","3"
"MG-182053","4"
"MG-76801","2"
"MG-76802","2"
"MG-76951","3"
"MG-76952","3"
"MG-81451","2"
"MG-82051","2"
"MG-82053","3"
"MH-172901","2"
"MH-172902","3"
"MH-172903","4"
"MH-172904","4"
"MH-174401","4"
"MH-174402","4"
"MH-174403","4"
"MH-174404","2"
"MH-174551","3"
"MH-174552","3"
"MH-174553","3"
"MH-174554","4"
"MH-176201","2"
"MH-176202","3"
"MH-176203","4"
"MH-176204","3"
"MH-177851","4"
"MH-177852","4"
"MH-177853","3"
"MH-177854","4"
"MH-180252","2"
"MH-180253","3"
"MH-180254","3"
"MH-181151","3"
"MH-181152","2"
"MH-181153","4"
"MH-181154","2"
"MH-74401","2"
"MH-74403","2"
"MH-74551","2"
"MH-74552","4"
"MH-76201","2"
"MH-76203","2"
"MH-77851","3"
"MH-80251","2"
"MH-80253","3"
"MH-81151","2"
"MH-81152","2"
"MJ-177401","4"
"MJ-177402","2"
"MJ-177403","3"
"MJ-177404","3"
"MJ-77401","2"
"MK-179051","4"
