"customer_id","total_revenue"
"SP-209204","1607"
"CS-123553","1606"
"PN-187751","1606"
"DR-128802","1605"
"AW-108401","1604"
"AB-102551","1603"
"LS-172001","1603"
"EB-139754","1602"
"GM-45001","1600"
"BP-111853","1600"
"SN-207104","1593"
"SR-207403","1592"
"EB-138401","1590"
"JL-151752","1590"
"AW-109303","1588"
"BT-114402","1583"
"EM-138104","1583"
"MY-73802","1582"
"EH-137652","1580"
"SC-106802","1579"
"PK-190752","1579"
"LS-172301","1578"
"RP-193903","1576"
"FW-143953","1574"
"BP-111852","1573"
"MO-175002","1573"
"RB-94352","1572"
"EM-138254","1572"
"CR-126253","1571"
"SP-206201","1571"
"NC-186254","1571"
"SC-204404","1568"
"KC-162554","1568"
"MY-173801","1568"
"LT-171102","1567"
"HF-149954","1567"
"CC-126101","1566"
"AS-102851","1565"
"EJ-137204","1565"
"JC-153853","1564"
"BF-111703","1562"
"BO-114252","1560"
"CM-118301","1559"
"DR-129404","1559"
"AS-2402","1558"
"FO-143051","1556"
"JM-155354","1555"
"SV-209354","1554"
"GZ-145451","1554"
"AJ-109601","1552"
"EH-139453","1551"
"SL-201554","1551"
"NB-186554","1551"
"AH-104654","1550"
"ZD-219253","1550"
"NL-183102","1548"
"KN-164502","1547"
"FH-142754","1547"
"RD-194803","1544"
"TC-212954","1544"
"JP-161354","1544"
"EB-141703","1544"
"BT-115303","1544"
"KC-162553","1543"
"HM-148602","1543"
"BE-113353","1542"
"PB-192102","1541"
"SW-202751","1539"
"AC-106153","1538"
"DR-29401","1535"
"GH-144104","1534"
"KH-163304","1534"
"CS-121752","1532"
"MW-182204","1532"
"PO-191803","1531"
"RF-193454","1530"
"NC-185354","1530"
"Dp-132403","1530"
"RC-99601","1528"
"EM-138252","1527"
"HG-148453","1526"
"DB-132702","1525"
"AG-107651","1525"
"AP-109153","1524"
"HG-150254","1524"
"PW-190303","1522"
"CS-124602","1516"
"AS-100452","1515"
"PM-191351","1514"
"CV-122953","1514"
"EM-140651","1511"
"VM-216854","1510"
"SS-208751","1509"
"DV-134651","1508"
"SO-203353","1507"
"BO-14251","1506"
"JL-151754","1506"
"MC-176352","1506"
"BF-110803","1504"
"LB-167352","1503"
"DC-132852","1500"
"LH-169004","1498"
"KC-165403","1498"
"PA-190602","1498"
"CM-122354","1497"
"KB-166003","1496"
"JG-151152","1495"
"AM-107054","1495"
"JJ-154451","1494"
"MY-182951","1493"
"PJ-188351","1490"
"MM-179204","1489"
"SM-209503","1488"
"JH-161804","1488"
"RP-198552","1488"
"NS-185054","1488"
"TB-212804","1487"
"MM-180554","1487"
"ML-174104","1486"
"ZD-119252","1486"
"MH-177853","1486"
"MB-180852","1485"
"JP-155204","1485"
"EH-141252","1484"
"BP-110953","1484"
"MG-178903","1483"
"KL-165551","1481"
"JO-152803","1479"
"ME-180101","1479"
"MG-182051","1478"
"BP-111553","1477"
"DW-135853","1476"
"BN-14702","1476"
"AY-5552","1476"
"CS-119503","1474"
"SC-207252","1473"
"ML-182651","1472"
"CS-118453","1472"
"LS-172002","1472"
"IG-50852","1471"
"SM-203203","1470"
"TP-214153","1469"
"AJ-109454","1468"
"MJ-177404","1467"
"CB-124153","1466"
"GM-144554","1465"
"MC-181004","1465"
"CC-126102","1463"
"CP-123402","1462"
"VS-218202","1462"
"SN-207102","1461"
"AA-103753","1460"
"CH-120704","1459"
"TS-214302","1456"
"DB-133601","1456"
"EH-140051","1454"
"JB-159251","1454"
"KD-163454","1452"
"MS-177703","1451"
"SP-208604","1451"
"RF-193451","1449"
"EM-138103","1448"
"AH-100754","1448"
"SW-203502","1448"
"RM-197503","1448"
"BD-116352","1445"
"VF-217153","1444"
"AH-106902","1444"
"DO-134353","1444"
"EB-137052","1444"
"CH-20702","1442"
"SG-204704","1441"
"DB-134053","1441"
"MS-173652","1440"
"TS-213403","1440"
"AI-108551","1437"
"GR-145602","1436"
"SK-199901","1436"
"CA-119653","1436"
"NS-186404","1436"
"AB-601","1433"
"RM-196752","1433"
"SF-200651","1432"
"DM-129553","1431"
"LE-168101","1429"
"MH-174551","1429"
"DL-128651","1427"
"ME-180102","1424"
"SN-205603","1423"
"TT-212651","1422"
"DB-132104","1422"
"MY-182952","1421"
"ML-174103","1420"
"GZ-144701","1419"
"SP-206502","1419"
"CC-122202","1418"
"DB-36602","1416"
"KC-166751","1416"
"IM-150701","1416"
"KL-166451","1415"
"CC-23702","1415"
"BF-112151","1414"
"PF-192252","1413"
"SV-209353","1413"
"CW-119053","1412"
"NB-185802","1409"
"GZ-145453","1409"
"GG-146502","1409"
"TG-213101","1408"
"BD-15602","1408"
"FM-142153","1408"
"CA-123103","1407"
"GK-146201","1407"
"ME-177254","1407"
"JF-152953","1405"
"VB-217452","1403"
"BP-112301","1403"
"BB-115452","1402"
"MC-175752","1402"
"MC-178452","1402"
"NG-184302","1402"
"GM-146804","1400"
"SC-207703","1397"
"JB-154004","1397"
"PC-187453","1395"
"AG-107652","1395"
"YS-218803","1394"
"JP-54603","1393"
"ES-140202","1393"
"SH-99752","1393"
"CS-122503","1392"
"JK-153702","1391"
"SH-199752","1390"
"AB-101651","1390"
"DP-133902","1388"
"JR-162104","1387"
"RR-195251","1385"
"FO-43052","1385"
"SG-204703","1383"
"ME-180103","1382"
"MW-182203","1381"
"DB-132102","1381"
"SJ-202152","1381"
"TT-214604","1381"
"NW-184002","1380"
"SV-203652","1380"
"HA-149054","1380"
"SH-206351","1380"
"NS-185053","1379"
"HG-148451","1379"
"SC-202601","1379"
"FW-143951","1377"
"GW-146053","1376"
"JS-56852","1375"
"JD-158952","1374"
"MD-178602","1374"
"BS-113654","1373"
"SR-204251","1370"
"SC-203052","1370"
"MC-176054","1367"
"TP-215652","1365"
"CS-124003","1364"
"CC-121002","1363"
"PA-190603","1363"
"DB-134052","1362"
"TS-216554","1361"
"SW-202753","1361"
"MG-76801","1361"
"RM-193754","1359"
"VD-216701","1359"
"AR-5102","1358"
"CM-21601","1358"
"PM-189403","1357"
"GM-146954","1357"
"AC-6601","1356"
"JD-161502","1354"
"RB-195703","1354"
"BW-111101","1354"
"CR-127304","1352"
"BS-117554","1352"
"AG-102701","1352"
"CK-127604","1350"
"EB-39301","1349"
"PV-89852","1349"
"RS-197651","1349"
"VP-217301","1349"
"AR-103453","1348"
"RB-93302","1346"
"TM-214903","1346"
"LO-71701","1346"
"LE-168104","1345"
"FH-143503","1344"
"RH-195101","1344"
"CL-118902","1343"
"BS-18001","1342"
"RA-199154","1342"
"CS-123551","1342"
"TS-216551","1341"
"LT-171104","1341"
"HH-150103","1339"
"AP-109152","1339"
"CC-23701","1338"
"DK-132253","1338"
"AH-1953","1338"
"MP-179651","1337"
"AA-106452","1337"
"JK-156254","1336"
"DK-131503","1334"
"CS-125051","1333"
"PS-89702","1331"
"MS-178303","1331"
"ME-173204","1331"
"RB-195701","1330"
"IG-150851","1327"
"BT-115302","1326"
"EM-140953","1324"
"BS-115901","1324"
"JF-154901","1323"
"CK-123252","1322"
"FH-142752","1322"
"MT-178153","1321"
"CL-25651","1321"
"RA-199152","1320"
"VP-217603","1320"
"AC-106602","1318"
"KD-164953","1317"
"RC-198252","1315"
"RD-198103","1315"
"CM-21901","1314"
"MD-173501","1312"
"JS-156851","1311"
"PH-87902","1311"
"MM-172603","1310"
"TT-210702","1309"
"TB-216253","1309"
"TG-213104","1309"
"BT-116804","1307"
"AW-109304","1303"
"PM-189404","1303"
"MM-172602","1302"
"EL-137353","1302"
"EK-137954","1302"
"EB-141104","1301"
"JP-154604","1301"
"JF-151902","1299"
"SM-200053","1299"
"LR-70351","1298"
"PF-191653","1298"
"SJ-202153","1298"
"NS-185052","1298"
"ER-138553","1297"
"NF-184751","1296"
"AA-106454","1294"
"BP-110952","1293"
"BB-109903","1291"
"DM-133453","1290"
"BT-116801","1290"
"EJ-141552","1290"
"SC-107703","1289"
"LB-167953","1288"
"NB-185803","1287"
"SD-204851","1287"
"DA-134502","1287"
"LC-170504","1286"
"RB-194351","1285"
"BD-116204","1284"
"TR-213253","1283"
"PF-192254","1281"
"JE-61651","1281"
"SG-206054","1280"
"TB-115202","1278"
"Dl-36002","1277"
"PP-189554","1275"
"LS-172003","1273"
"CC-125501","1273"
"AA-106453","1273"
"EG-39001","1273"
"MM-182803","1271"
"KH-165101","1271"
"LD-170053","1269"
"DE-132552","1269"
"SS-101403","1268"
"LS-169452","1268"
"KE-164201","1268"
"PO-188502","1266"
"LO-171702","1266"
"PN-187754","1266"
"QJ-192551","1266"
"EL-37351","1264"
"VB-217451","1263"
"MD-178603","1261"
"SN-205602","1261"
"BS-116653","1257"
"EJ-141551","1257"
"NC-186253","1256"
"CM-127154","1256"
"CK-27602","1254"
"RF-193453","1250"
"HH-150101","1250"
"JM-156553","1249"
"DN-136902","1249"
"TT-210704","1249"
"ND-183704","1248"
"RP-193904","1248"
"JB-54001","1247"
"TB-210552","1246"
"HM-149802","1245"
"KW-164351","1244"
"JF-52953","1239"
"DK-133751","1239"
"GA-147251","1239"
"BD-113203","1238"
"JL-158503","1238"
"EM-140952","1237"
"XP-218654","1237"
"SF-209653","1237"
"BM-15751","1236"
"RC-199602","1235"
"KC-166753","1235"
"ME-177253","1235"
"EM-138102","1233"
"EB-139753","1230"
"DE-132551","1230"
"DL-133303","1230"
"BK-112602","1230"
"DH-130751","1228"
"SG-200801","1228"
"MC-175901","1227"
"AG-102703","1227"
"TH-211154","1227"
"CC-121451","1225"
"DB-136603","1224"
"AS-106302","1224"
"RB-193301","1223"
"ER-38552","1222"
"JP-155202","1222"
"NG-184303","1221"
"BM-117854","1220"
"MV-181904","1220"
"SV-207851","1219"
"BS-118003","1219"
"SJ-101253","1219"
"AR-105101","1219"
"KD-166153","1215"
"GP-147403","1215"
"SH-199754","1214"
"AG-103001","1214"
"RA-199151","1211"
"NP-186854","1211"
"AG-103903","1211"
"DK-132252","1210"
"CV-128052","1210"
"MK-179052","1210"
"GT-147552","1210"
"HH-150102","1210"
"PP-189552","1209"
"MK-181602","1209"
"PB-188052","1209"
"CM-121602","1209"
"SO-203354","1209"
"LR-170351","1209"
"VP-217303","1209"
"PB-191504","1207"
"LH-170202","1207"
"BF-111701","1204"
"TB-215954","1203"
"TS-216104","1203"
"MV-174853","1202"
"HM-149803","1202"
"NP-186702","1202"
"PF-191654","1201"
"KM-166602","1200"
"JO-152801","1200"
"FG-142601","1199"
"SJ-205003","1199"
"NG-183554","1199"
"RS-194204","1197"
"RA-198853","1196"
"SF-100652","1196"
"BP-110502","1195"
"CS-122501","1195"
"BW-110651","1195"
"NB-185801","1193"
"NF-83851","1192"
"BT-114851","1191"
"TA-213853","1191"
"DM-135253","1190"
"CC-126852","1190"
"ML-180401","1190"
"PK-189103","1190"
"JH-61801","1189"
"SJ-205001","1189"
"SA-208302","1187"
"MG-178754","1186"
"JS-156853","1186"
"KN-64501","1186"
"MG-176951","1185"
"AA-6451","1185"
"MP-174703","1185"
"TD-209954","1184"
"NB-186551","1184"
"Co-126402","1183"
"BT-113051","1181"
"CJ-120102","1181"
"LR-170354","1180"
"BN-115152","1180"
"RS-198702","1178"
"EM-141401","1177"
"MC-172754","1177"
"GH-44251","1177"
"EB-141704","1177"
"AG-106752","1176"
"LC-169303","1176"
"EJ-37201","1175"
"RM-96753","1175"
"BP-112304","1175"
"DO-136453","1174"
"DK-129854","1173"
"RD-198101","1172"
"MG-176501","1172"
"LD-168552","1172"
"RF-197354","1170"
"LB-67952","1169"
"CC-126854","1168"
"JE-154754","1168"
"SG-208902","1167"
"BN-115153","1166"
"JM-158652","1166"
"SW-207552","1166"
"MV-181903","1164"
"LW-71251","1163"
"BD-116202","1162"
"SC-200503","1161"
"SE-201101","1161"
"GM-145001","1161"
"DJ-135101","1160"
"TT-212204","1160"
"CT-119954","1159"
"CA-120551","1159"
"AC-104201","1157"
"JE-157152","1154"
"DK-129852","1153"
"MT-180701","1153"
"JB-60452","1153"
"PJ-90152","1153"
"TG-213102","1153"
"KH-63601","1153"
"BW-11103","1151"
"JM-161953","1151"
"KA-165254","1151"
"ML-173954","1150"
"MO-78001","1150"
"LB-167954","1149"
"BD-17702","1148"
"MG-178902","1147"
"CK-122054","1144"
"SJ-202151","1144"
"JR-156704","1143"
"TB-215203","1142"
"KF-162852","1142"
"GT-47551","1142"
"NR-185504","1140"
"JO-55501","1140"
"GH-144101","1139"
"MC-75752","1138"
"EJ-141553","1138"
"KB-162404","1137"
"TT-112201","1137"
"RS-194201","1137"
"CK-125953","1136"
"JM-152653","1136"
"BP-112303","1136"
"JH-159102","1135"
"CA-127753","1135"
"AB-1053","1134"
"TS-213401","1133"
"JJ-157601","1133"
"MY-173804","1133"
"SC-206803","1133"
"SF-102002","1132"
"DL-134953","1131"
"MC-175902","1131"
"CS-124902","1130"
"RF-198401","1130"
"RB-196452","1129"
"AG-104954","1129"
"SV-208153","1127"
"QJ-192553","1127"
"MG-176952","1126"
"DM-129554","1126"
"JO-151454","1125"
"MH-176203","1125"
"TG-213103","1124"
"SF-202001","1124"
"RC-199601","1123"
"DP-131054","1122"
"JM-161954","1121"
"SC-206802","1119"
"AS-102402","1117"
"JF-155654","1117"
"MC-174254","1114"
"AS-101352","1112"
"SJ-201254","1112"
"DW-134802","1109"
"DC-128503","1109"
"JB-160453","1108"
"SN-205601","1108"
"PO-188654","1108"
"DS-131803","1108"
"BP-110954","1107"
"RD-195854","1106"
"JS-155954","1106"
"ON-187152","1105"
"MS-173653","1104"
"SS-204101","1103"
"EK-137951","1103"
"RR-195252","1103"
"MO-175003","1103"
"TB-211901","1102"
"MC-178453","1102"
"MD-178604","1102"
"DS-131804","1102"
"EN-137802","1100"
"AG-106751","1100"
"KD-162704","1100"
"RC-198253","1098"
"SP-205453","1097"
"KB-163154","1097"
"TN-210401","1097"
"SC-200501","1096"
"BD-115003","1095"
"JG-158053","1095"
"BF-112154","1094"
"DC-128501","1094"
"RB-97051","1094"
"SP-205454","1094"
"PV-189852","1093"
"NC-185353","1092"
"SC-203802","1091"
"JL-158501","1091"
"EP-139152","1091"
"DW-135854","1090"
"RW-196903","1089"
"KS-163002","1088"
"LC-69302","1087"
"MR-175453","1085"
"AA-4802","1085"
"MS-77102","1084"
"CG-125201","1084"
"EN-137801","1084"
"MO-175001","1084"
"GA-145153","1082"
"BD-117254","1082"
"KM-167203","1082"
"MC-181302","1080"
"EH-141853","1079"
"BD-17252","1077"
"LC-168853","1077"
"TZ-215803","1076"
"AJ-109602","1076"
"RR-195253","1074"
"JC-157752","1074"
"MH-174401","1073"
"RS-194203","1072"
"AH-302","1072"
"HE-148003","1072"
"JK-156402","1071"
"HJ-148752","1070"
"CA-123101","1068"
"AT-107352","1067"
"NP-187003","1067"
"RP-198554","1067"
"ND-83702","1066"
"CR-128202","1065"
"KH-65101","1065"
"VD-216702","1064"
"CS-121303","1064"
"JB-60451","1063"
"TS-210853","1062"
"CK-23252","1061"
"JS-60301","1061"
"AG-6752","1060"
"BO-114251","1060"
"BM-17851","1059"
"DK-130904","1059"
"MJ-177402","1059"
"MH-174552","1059"
"DL-133151","1059"
"BS-113803","1059"
"PJ-188353","1056"
"KT-164801","1054"
"KA-165253","1054"
"OT-187302","1054"
"MH-181151","1053"
"JL-152354","1053"
"NM-184452","1053"
"CC-124754","1052"
"FM-42902","1052"
"TA-113852","1052"
"ON-187154","1051"
"KH-165102","1051"
"RP-193902","1051"
"AC-106603","1051"
"JE-161652","1051"
"SJ-101251","1050"
"TT-212202","1050"
"SC-206804","1050"
"BF-109753","1049"
"KB-63152","1048"
"LS-169751","1047"
"TB-210553","1047"
"GA-45152","1046"
"NC-185351","1046"
"SC-207702","1045"
"TC-211453","1044"
"DJ-36302","1044"
"AH-101204","1044"
"DP-133903","1043"
"DH-130754","1043"
"JO-155503","1041"
"ES-140201","1039"
"DB-133602","1039"
"AS-102252","1038"
"NF-83853","1038"
"LM-170654","1037"
"RM-196753","1035"
"VM-218352","1035"
"SC-205752","1035"
"SB-201854","1034"
"SP-205452","1034"
"MH-77851","1034"
"DB-129101","1034"
"JG-151601","1034"
"DO-134354","1033"
"AF-108704","1033"
"JP-154602","1033"
"CT-119953","1033"
"GH-146653","1032"
"AD-101804","1032"
"JS-156852","1031"
"KH-166904","1029"
"JL-158352","1027"
"HP-148152","1026"
"RD-97201","1026"
"LM-170651","1026"
"AF-108853","1025"
"CW-119054","1025"
"AM-3602","1024"
"DL-33152","1024"
"EA-140352","1024"
"SW-202453","1024"
"SJ-202154","1023"
"NR-185503","1023"
"JM-156551","1023"
"IL-151002","1022"
"AC-104202","1021"
"RR-193152","1020"
"PJ-190153","1020"
"MN-179351","1019"
"GB-145304","1019"
"AH-5852","1019"
"SV-203653","1018"
"HG-150253","1017"
"ML-182652","1017"
"GM-145003","1017"
"RD-96601","1016"
"BF-110202","1016"
"TH-211153","1015"
"ER-138554","1015"
"FA-142304","1014"
"MG-176954","1013"
"JW-52202","1011"
"NB-186552","1011"
"CS-118454","1010"
"TB-211751","1010"
"CA-123102","1010"
"FH-143652","1009"
"BT-114852","1007"
"DB-131202","1007"
"EH-39453","1007"
"VB-217453","1007"
"JE-157453","1006"
"CA-22652","1005"
"PS-87602","1003"
"JL-151304","1002"
"LC-71401","1002"
"RR-193153","1001"
"ML-174102","1000"
"NK-184902","1000"
"JF-153553","999"
"JR-162103","999"
"RW-195403","999"
"BF-111702","998"
"JL-51301","997"
"LL-168401","996"
"AS-100901","996"
"SC-205751","996"
"PG-188204","995"
"SM-203201","993"
"JO-151451","993"
"SC-200203","993"
"NR-185502","992"
"TC-215351","992"
"AS-6301","990"
"FA-142303","990"
"PJ-188354","990"
"JK-153703","989"
"CC-121001","989"
"HG-150252","989"
"KM-167204","988"
"NH-86103","988"
"AJ-9452","987"
"JK-157303","986"
"CS-24001","985"
"DP-131653","985"
"JS-160304","985"
"VS-118202","984"
"TM-210103","982"
"KH-66903","981"
"MV-174854","981"
"DB-133604","981"
"CK-123253","981"
"LD-168551","980"
"LS-69453","979"
"SC-200204","979"
"SP-206204","977"
"DL-128653","976"
"RW-196302","976"
"JK-152051","975"
"CM-121153","974"
"ML-173953","972"
"HA-149201","971"
"MD-173502","970"
"JH-59851","970"
"MS-177704","970"
"WB-218502","969"
"CJ-118753","969"
"JL-158351","969"
"SS-208753","968"
"MK-179054","968"
"JD-61501","968"
"JH-59103","967"
"CD-119202","967"
"RH-195104","967"
"CS-24602","964"
"JS-59403","963"
"DO-136452","962"
"BE-114102","962"
"JS-58801","961"
"DB-136153","961"
"KB-163152","960"
"MP-179653","960"
"JK-153701","958"
"MM-82802","957"
"GH-44101","956"
"AB-101053","956"
"AG-104953","955"
"TP-215654","953"
"DA-34502","953"
"SW-204552","953"
"LE-68101","952"
"AH-104651","952"
"TA-213852","951"
"IM-150703","950"
"DV-130454","950"
"RD-195853","949"
"MC-175754","949"
"LR-169154","949"
"PK-189101","949"
"PW-190304","949"
"BM-117853","948"
"GT-146353","948"
"DJ-135103","947"
"CC-124752","947"
"KB-166004","947"
"FC-42451","946"
"EM-39603","944"
"BF-109751","944"
"EB-137501","944"
"FG-142602","943"
"PO-188501","942"
"RA-198852","940"
"SN-205604","940"
"CA-120554","938"
"TS-214301","938"
"MW-82202","938"
"CC-125503","936"
"ML-82651","935"
"CM-118151","934"
"AA-103751","934"
"RW-196303","932"
"HA-149053","932"
"CK-125954","932"
"TB-215952","930"
"CD-119802","929"
"AB-100153","929"
"DW-135852","929"
"JD-158951","929"
"LT-167653","927"
"CL-127003","926"
"NC-184153","926"
"SG-206052","925"
"DG-133004","925"
"HK-48903","924"
"CM-24452","924"
"BT-114853","924"
"LM-70651","924"
"KN-164503","924"
"SV-209352","923"
"RA-92851","921"
"AJ-107802","920"
"IM-150552","920"
"EB-138701","919"
"AI-108552","919"
"CM-26552","919"
"CC-123703","918"
"AD-101802","918"
"RS-97651","916"
"DD-35701","916"
"JD-160603","915"
"MH-174402","915"
"LS-172004","914"
"BF-10801","913"
"CD-127904","913"
"RW-196902","912"
"LC-170503","912"
"HD-147853","911"
"EA-140351","911"
"SC-200502","911"
"TM-214902","911"
"ME-77253","910"
"BF-110053","910"
"CM-127151","909"
"AD-101803","906"
"DL-129251","902"
"IL-151001","901"
"PG-188952","901"
"CG-25202","900"
"JK-61203","900"
"VM-216853","899"
"AJ-7801","899"
"CM-121152","898"
"LL-168403","898"
"LH-170201","898"
"MP-181753","897"
"EB-139751","897"
"TW-210254","897"
"NS-186403","896"
"GB-145754","895"
"JL-158502","894"
"JK-161202","894"
"MK-181601","893"
"RE-94501","889"
"HW-149352","889"
"DP-133901","889"
"NS-86402","888"
"SC-202603","887"
"VG-217901","887"
"RH-195553","887"
"MZ-175152","886"
"NF-185954","886"
"CB-125353","885"
"KM-62252","884"
"JM-161951","883"
"JE-156104","883"
"JL-151303","882"
"VS-218204","882"
"JR-162102","881"
"DW-131954","880"
"RP-198553","879"
"DW-135851","879"
"TC-214754","879"
"BG-116951","878"
"DW-135402","877"
"CS-21303","877"
"AR-105703","876"
"HZ-149504","875"
"MC-74251","872"
"JL-158504","871"
"CP-120854","870"
"ES-140203","870"
"MF-176653","869"
"VT-217002","868"
"EB-137051","868"
"DM-35252","868"
"CM-121904","867"
"BT-113952","867"
"LH-171554","866"
"HF-149951","865"
"BD-115603","864"
"ME-73202","864"
"JR-157004","864"
"CS-124002","863"
"NP-183251","863"
"CK-127601","863"
"SC-205754","863"
"NP-86702","863"
"DO-136454","862"
"DB-133603","862"
"CS-124603","862"
"SC-202604","861"
"VD-116702","860"
"ON-187153","860"
"TW-210252","858"
"SM-209502","858"
"DK-128951","858"
"HF-149953","858"
"MB-173054","857"
"RW-95401","856"
"TB-112501","856"
"EH-140054","856"
"TH-212354","856"
"DP-133904","854"
"ND-184601","853"
"DF-131354","853"
"MF-176654","852"
"MH-180253","852"
"BD-115601","852"
"MH-172904","851"
"JS-155951","851"
"AM-107052","850"
"MP-174704","850"
"PB-91502","850"
"GH-144851","849"
"SG-200804","849"
"AJ-7803","848"
"MG-178753","848"
"AW-108402","848"
"JM-152652","847"
"LW-169901","847"
"NH-86102","847"
"NF-185952","847"
"KC-162552","846"
"RA-199454","846"
"TT-214603","846"
"DH-130752","845"
"AG-103302","845"
"DK-130903","844"
"TP-215653","843"
"CM-124451","843"
"SF-200653","842"
"NF-185953","842"
"CM-123852","842"
"DS-30302","842"
"TS-215053","841"
"AG-109003","841"
"VG-218052","841"
"DB-35552","840"
"EH-141854","839"
"KM-166603","839"
"SP-206504","839"
"JS-160303","838"
"SW-207553","837"
"TB-214002","837"
"CM-119353","837"
"BE-114103","836"
"BS-115903","836"
"CS-123554","835"
"BS-118002","833"
"BF-109752","833"
"TP-215651","831"
"AH-6902","831"
"TS-214303","831"
"CP-120853","831"
"NW-184001","831"
"TS-216103","830"
"HL-150402","830"
"DO-36452","829"
"AR-5702","829"
"BF-10201","829"
"SC-202301","829"
"JC-153851","827"
"MJ-77401","827"
"ED-138852","826"
"SJ-205002","826"
"BD-117701","826"
"BG-117402","826"
"EM-139603","825"
"EM-139604","825"
"ES-140802","824"
"NP-186703","823"
"TC-212951","823"
"LR-170352","823"
"PB-191502","823"
"DH-136753","822"
"NM-185202","822"
"DK-133754","822"
"MH-181152","821"
"BS-18002","820"
"ON-87152","820"
"LP-170953","820"
"RB-197053","817"
"EH-141253","817"
"MO-178004","817"
"TB-211904","816"
"NH-186101","816"
"CS-118452","816"
"AB-102554","816"
"AG-109001","815"
"BO-113502","815"
"RD-194801","815"
"LH-69001","815"
"NS-185051","815"
"SW-202454","814"
"MM-182801","813"
"PW-190301","812"
"MA-75602","811"
"PC-90001","810"
"RD-95851","809"
"AJ-107951","809"
"BP-110503","808"
"AF-8703","808"
"ZD-219251","807"
"DW-135403","807"
"BF-12752","806"
"DB-132701","806"
"CC-124304","806"
"BT-113053","805"
"SB-201702","804"
"JG-51601","804"
"AR-103454","804"
"SS-205153","804"
"PK-189102","802"
"TT-210703","801"
"SV-107851","800"
"MH-177854","800"
"KD-62701","800"
"JM-52501","800"
"LW-168251","799"
"SF-209651","799"
"DM-135254","799"
"LC-69601","798"
"PN-187753","794"
"ES-40801","794"
"LS-72451","794"
"JF-152951","793"
"RD-199304","793"
"TB-213552","792"
"PB-92102","792"
"MY-82952","791"
"JB-159253","791"
"JB-160454","791"
"IM-50702","789"
"DR-128803","789"
"EA-140353","789"
"CM-121903","788"
"SC-107252","786"
"CM-118154","786"
"RB-197051","786"
"JC-153854","786"
"RA-192854","785"
"RH-196002","784"
"AR-3452","784"
"TH-212351","783"
"RO-97801","783"
"TN-210403","781"
"CJ-18752","779"
"JW-159554","779"
"JK-60901","778"
"DB-132101","778"
"BN-15152","777"
"PB-191052","777"
"AJ-107954","775"
"JF-151903","775"
"GW-46052","774"
"BN-15151","773"
"YS-118802","773"
"SG-204702","772"
"KM-162254","772"
"TT-114602","771"
"PW-92401","771"
"KH-166302","770"
"BD-115004","770"
"VP-117602","770"
"TH-112351","770"
"BM-16503","770"
"EH-139904","770"
"JS-159403","769"
"CS-21751","768"
"BT-113954","768"
"SP-208603","768"
"DK-128352","767"
"BE-113354","767"
"JK-157302","766"
"JD-60151","765"
"RF-197353","764"
"ES-140204","762"
"RM-97502","762"
"ME-177252","761"
"ST-205302","761"
"GG-146501","760"
"CC-126704","760"
"RD-197201","760"
"CS-124001","760"
"PO-91951","759"
"CS-18601","759"
"SK-199904","759"
"BE-114552","757"
"NP-86851","757"
"CA-122653","757"
"DL-133154","756"
"JD-160153","755"
"VW-217753","755"
"KH-163603","754"
"SS-205901","754"
"SC-108452","754"
"AC-104203","753"
"DF-31351","752"
"AH-100304","752"
"CD-119803","752"
"FC-142452","752"
"JB-159254","752"
"RP-98552","750"
"KC-166754","750"
"AC-106601","750"
"GM-146803","750"
"KW-165703","749"
"LC-171403","749"
"BS-17551","748"
"SV-108151","748"
"JD-61502","748"
"SV-207853","748"
"LS-169754","747"
"SH-203951","746"
"EB-139304","745"
"MH-74552","743"
"LB-67351","743"
"FH-143501","742"
"GT-146352","742"
"BT-115304","742"
"SB-201851","742"
"JH-159103","742"
"LP-170954","742"
"AZ-107501","742"
"CY-127452","741"
"AS-106301","741"
"AF-108854","741"
"Dl-136004","740"
"MS-178301","740"
"MG-176803","739"
"FG-142604","739"
"YS-218802","739"
"JS-158803","738"
"JM-158653","738"
"GT-46351","737"
"BF-110203","737"
"BD-117252","736"
"GA-145152","736"
"AH-100752","736"
"ES-40202","735"
"IG-150852","735"
"MC-72751","735"
"DB-134054","734"
"NG-183552","734"
"BT-113054","734"
"NK-184903","732"
"CP-20853","732"
"AB-102552","732"
"EK-137952","731"
"JL-58351","731"
"SH-206353","730"
"LC-68702","730"
"MH-181153","729"
"HZ-149502","728"
"EB-138403","728"
"KW-165702","728"
"RA-99451","727"
"OT-187304","726"
"CD-119203","725"
"EB-141701","725"
"GM-144552","725"
"SP-206203","725"
"CA-27751","724"
"HR-147704","724"
"AH-101952","724"
"MW-182352","723"
"BG-116953","723"
"ND-183703","722"
"BD-116054","722"
"MC-176354","722"
"CK-27601","722"
"LT-171103","721"
"RH-196003","721"
"SC-200202","721"
"NH-186102","721"
"BG-110353","720"
"MH-176201","720"
"MY-173803","719"
"JB-160003","718"
"CA-127752","718"
"MA-179953","718"
"KD-166154","718"
"VG-217904","717"
"BF-112754","717"
"JK-152052","717"
"AP-107203","716"
"PM-191352","716"
"ML-182653","715"
"LP-170802","714"
"TN-210402","713"
"BT-14402","713"
"PJ-190151","713"
"JA-159703","712"
"KN-167054","712"
"AS-2851","712"
"NP-186704","712"
"CM-122352","711"
"KB-162403","711"
"SC-204403","711"
"SL-201551","710"
"TB-112801","710"
"SM-100052","710"
"CB-125351","710"
"JF-54901","709"
